order_item_id,order_id,order_number,customer_id,product_id,sku,product_name,category,brand,quantity,unit_cost,unit_price,gross_line_amount,discount_percent,line_discount_amount,tax_percent,line_tax_amount,net_line_amount,line_status,fulfillment_center,warehouse_id,return_flag,return_reason,refund_amount,currency,order_date,record_created_timestamp,last_updated_timestamp
OI50255502,502555,ORD502555,101321,1016,SKU-1016,WellLife Herbal Drink Pro,Health,WellLife,4,557.08,832.68,3330.72,15.00,499.61,28.00,792.71,3623.82,Shipped,FC-CHE-01,WH-HYD-01,N,,0.00,INR,2026-09-21,2026-09-21 05:53:58,2026-09-21 12:43:58
OI50255503,502555,ORD502555,101321,1107,SKU-1107,DailyEase Trimmer Classic,Home Appliances,DailyEase,4,3730.58,5631.99,22527.96,15.00,3379.19,28.00,5361.66,24510.43,Shipped,FC-CHE-01,WH-CHE-01,N,,0.00,INR,2026-09-21,2026-09-21 05:53:58,2026-09-21 12:43:58
OI50255001,502550,ORD502550,100776,1136,SKU-1136,DailyHarvest Juice Premium,Grocery,DailyHarvest,1,537.84,778.76,778.76,15.00,116.81,5.00,33.10,695.05,Processing,FC-BLR-01,WH-BLR-01,N,,0.00,INR,2026-09-21,2026-09-21 13:24:57,2026-09-21 20:14:57
OI50255002,502550,ORD502550,100776,1015,SKU-1015,UrbanCare Toothpaste Premium,Personal Care,UrbanCare,1,1401.65,1822.99,1822.99,15.00,273.45,18.00,278.92,1828.46,Processing,FC-BLR-01,WH-HYD-01,N,,0.00,INR,2026-09-21,2026-09-21 13:24:57,2026-09-21 20:14:57
OI50255003,502550,ORD502550,100776,1075,SKU-1075,FreshCart Rice Standard,Grocery,FreshCart,2,762.16,1003.04,2006.08,15.00,300.91,0.00,0.00,1705.17,Processing,FC-BLR-01,WH-DEL-01,N,,0.00,INR,2026-09-21,2026-09-21 13:24:57,2026-09-21 20:14:57
OI50048901,500489,ORD500489,101903,1022,SKU-1022,Endura Yoga Mat Eco,Sports,Endura,1,10831.78,13567.41,13567.41,0.00,0.00,28.00,3798.87,17366.28,Delivered,FC-HYD-01,WH-BLR-01,N,,0.00,INR,2026-07-07,2026-07-07 14:00:17,2026-09-21 15:57:04
OI50048902,500489,ORD500489,101903,1082,SKU-1082,WellLife Nutrition Bar Standard,Health,WellLife,2,181.20,278.52,557.04,0.00,0.00,0.00,0.00,557.04,Delivered,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2026-07-07,2026-07-07 14:00:17,2026-09-21 15:57:04
OI50048903,500489,ORD500489,101903,1058,SKU-1058,NutraDay Bandage Kit Plus,Health,NutraDay,3,1397.46,1885.00,5655.00,0.00,0.00,5.00,282.75,5937.75,Delivered,FC-HYD-01,WH-BLR-01,N,,0.00,INR,2026-07-07,2026-07-07 14:00:17,2026-09-21 15:57:04
OI50048904,500489,ORD500489,101903,1142,SKU-1142,AeroCool Vacuum Max,Home Appliances,AeroCool,3,18823.37,22266.26,66798.78,0.00,0.00,28.00,18703.66,85502.44,Delivered,FC-HYD-01,WH-CHE-01,N,,0.00,INR,2026-07-07,2026-07-07 14:00:17,2026-09-21 15:57:04
OI50048905,500489,ORD500489,101903,1104,SKU-1104,PureLeaf Face Wash Premium,Personal Care,PureLeaf,2,998.80,1303.79,2607.58,0.00,0.00,12.00,312.91,2920.49,Delivered,FC-HYD-01,WH-CHE-01,N,,0.00,INR,2026-07-07,2026-07-07 14:00:17,2026-09-21 15:57:04
OI50036501,500365,ORD500365,100384,1045,SKU-1045,ModeLine T-Shirt Eco,Apparel,ModeLine,3,1867.78,2213.12,6639.36,0.00,0.00,12.00,796.72,7436.08,Returned,FC-CHE-01,WH-MUM-01,Y,Quality Issue,7436.08,INR,2025-10-16,2025-10-16 04:14:26,2026-09-21 13:23:35
OI50036502,500365,ORD500365,100384,1030,SKU-1030,HealthFirst Hand Sanitizer Plus,Health,HealthFirst,3,371.14,548.35,1645.05,0.00,0.00,5.00,82.26,1727.31,Returned,FC-CHE-01,WH-CHE-01,Y,Changed Mind,1727.31,INR,2025-10-16,2025-10-16 04:14:26,2026-09-21 13:23:35
OI50254701,502547,ORD502547,102173,1011,SKU-1011,FreshCart Tea Eco,Grocery,FreshCart,1,668.63,876.58,876.58,20.00,175.32,18.00,126.23,827.49,Processing,FC-BLR-01,WH-HYD-01,N,,0.00,INR,2026-09-21,2026-09-21 12:55:55,2026-09-21 17:38:55
OI50254702,502547,ORD502547,102173,1170,SKU-1170,ModeLine Sports Shoes Classic,Apparel,ModeLine,2,2260.82,2754.94,5509.88,20.00,1101.98,12.00,528.95,4936.85,Processing,FC-BLR-01,WH-BLR-01,N,,0.00,INR,2026-09-21,2026-09-21 12:55:55,2026-09-21 17:38:55
OI50254703,502547,ORD502547,102173,1130,SKU-1130,PixelCore Speaker Classic,Electronics,PixelCore,2,16488.11,19822.80,39645.60,20.00,7929.12,12.00,3805.98,35522.46,Processing,FC-BLR-01,WH-CHE-01,N,,0.00,INR,2026-09-21,2026-09-21 12:55:55,2026-09-21 17:38:55
OI50254704,502547,ORD502547,102173,1041,SKU-1041,CarePlus Deodorant Plus,Personal Care,CarePlus,1,1411.56,1985.17,1985.17,20.00,397.03,0.00,0.00,1588.14,Processing,FC-BLR-01,WH-HYD-01,N,,0.00,INR,2026-09-21,2026-09-21 12:55:55,2026-09-21 17:38:55
OI50254705,502547,ORD502547,102173,1021,SKU-1021,Stride Hoodie Plus,Apparel,Stride,2,2535.47,3801.88,7603.76,20.00,1520.75,12.00,729.95,6812.96,Processing,FC-BLR-01,WH-HYD-01,N,,0.00,INR,2026-09-21,2026-09-21 12:55:55,2026-09-21 17:38:55
OI50254901,502549,ORD502549,101894,1058,SKU-1058,NutraDay Bandage Kit Plus,Health,NutraDay,3,1397.46,1885.00,5655.00,10.00,565.50,5.00,254.47,5343.97,Shipped,FC-BLR-01,WH-BLR-01,N,,0.00,INR,2026-09-21,2026-09-21 19:10:54,2026-09-21 22:23:54
OI50254902,502549,ORD502549,101894,1144,SKU-1144,FitCore Yoga Mat Plus,Sports,FitCore,2,10485.49,15288.66,30577.32,10.00,3057.73,5.00,1375.98,28895.57,Shipped,FC-BLR-01,WH-DEL-01,N,,0.00,INR,2026-09-21,2026-09-21 19:10:54,2026-09-21 22:23:54
OI50255201,502552,ORD502552,100420,1063,SKU-1063,PureLiving Air Cooler Plus,Home Appliances,PureLiving,4,17726.48,21649.86,86599.44,10.00,8659.94,0.00,0.00,77939.50,Pending,FC-DEL-01,WH-HYD-01,N,,0.00,INR,2026-09-21,2026-09-21 11:52:16,2026-09-21 16:02:16
