order_item_id,order_id,order_number,customer_id,product_id,sku,product_name,category,brand,quantity,unit_cost,unit_price,gross_line_amount,discount_percent,line_discount_amount,tax_percent,line_tax_amount,net_line_amount,line_status,fulfillment_center,warehouse_id,return_flag,return_reason,refund_amount,currency,order_date,record_created_timestamp,last_updated_timestamp
OI50135603,501356,ORD501356,101456,1043,SKU-1043,PlayMax Yoga Mat Plus,Sports,PlayMax,1,900.65,1085.46,1085.46,5.00,54.27,5.00,51.56,1082.75,Delivered,FC-DEL-01,WH-CHE-01,N,,0.00,INR,2025-01-01,2025-01-01 19:00:26,2025-01-02 19:34:26
OI50135604,501356,ORD501356,101456,1010,SKU-1010,ModeLine Sandals Eco,Apparel,ModeLine,3,308.79,406.81,1220.43,5.00,61.03,0.00,0.00,1159.40,Delivered,FC-DEL-01,WH-MUM-01,N,,0.00,INR,2025-01-01,2025-01-01 19:00:26,2025-01-02 19:34:26
OI50017201,500172,ORD500172,101454,1064,SKU-1064,NovaTech Adapter Plus,Electronics,NovaTech,1,18020.32,27143.62,27143.62,10.00,2714.36,5.00,1221.46,25650.72,Delivered,FC-DEL-01,WH-HYD-01,N,,0.00,INR,2025-01-02,2025-01-02 00:03:09,2025-01-07 04:01:09
OI50017202,500172,ORD500172,101454,1020,SKU-1020,Sportiva Football Classic,Sports,Sportiva,3,11383.68,15591.84,46775.52,10.00,4677.55,12.00,5051.76,47149.73,Delivered,FC-DEL-01,WH-DEL-01,N,,0.00,INR,2025-01-02,2025-01-02 00:03:09,2025-01-07 04:01:09
OI50017203,500172,ORD500172,101454,1104,SKU-1104,PureLeaf Face Wash Premium,Personal Care,PureLeaf,4,998.80,1303.79,5215.16,10.00,521.52,12.00,563.24,5256.88,Delivered,FC-DEL-01,WH-CHE-01,N,,0.00,INR,2025-01-02,2025-01-02 00:03:09,2025-01-07 04:01:09
OI50017204,500172,ORD500172,101454,1067,SKU-1067,WellLife Vitamin Tablets Classic,Health,WellLife,1,1769.02,2270.22,2270.22,10.00,227.02,0.00,0.00,2043.20,Delivered,FC-DEL-01,WH-BLR-01,N,,0.00,INR,2025-01-02,2025-01-02 00:03:09,2025-01-07 04:01:09
OI50017205,500172,ORD500172,101454,1103,SKU-1103,NutriChoice Nuts Standard,Grocery,NutriChoice,3,716.78,928.91,2786.73,10.00,278.67,5.00,125.40,2633.46,Delivered,FC-DEL-01,WH-HYD-01,N,,0.00,INR,2025-01-02,2025-01-02 00:03:09,2025-01-07 04:01:09
OI50224201,502242,ORD502242,101194,1034,SKU-1034,ActiveZone Water Bottle Premium,Sports,ActiveZone,1,10496.97,16563.89,16563.89,10.00,1656.39,5.00,745.38,15652.88,Delivered,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2025-01-02,2025-01-02 02:18:45,2025-01-03 05:58:45
OI50224202,502242,ORD502242,101194,1090,SKU-1090,DailyHarvest Coffee Plus,Grocery,DailyHarvest,3,807.45,980.13,2940.39,10.00,294.04,0.00,-0.01,2646.34,Delivered,FC-HYD-01,WH-MUM-01,N,,0.00,INR,2025-01-02,2025-01-02 02:18:45,2025-01-03 05:58:45
OI50140501,501405,ORD501405,100402,1146,SKU-1146,FreshSense Lotion Max,Personal Care,FreshSense,2,1303.04,2012.47,4024.94,0.00,0.00,18.00,724.49,4749.43,Delivered,FC-DEL-01,WH-CHE-01,N,,0.00,INR,2025-01-02,2025-01-02 12:17:10,2025-01-02 16:18:10
OI50140502,501405,ORD501405,100402,1166,SKU-1166,SwiftHome Trimmer Classic,Home Appliances,SwiftHome,2,3775.83,5257.30,10514.60,0.00,0.00,28.00,2944.09,13458.69,Delivered,FC-DEL-01,WH-CHE-01,N,,0.00,INR,2025-01-02,2025-01-02 12:17:10,2025-01-02 16:18:10
OI50140503,501405,ORD501405,100402,1031,SKU-1031,WriteWell Notebook Eco,Stationery,WriteWell,2,1088.30,1438.41,2876.82,0.00,0.00,18.00,517.83,3394.65,Delivered,FC-DEL-01,WH-DEL-01,N,,0.00,INR,2025-01-02,2025-01-02 12:17:10,2025-01-02 16:18:10
OI50140504,501405,ORD501405,100402,1159,SKU-1159,HomePro Iron Premium,Home Appliances,HomePro,2,11799.51,14623.51,29247.02,0.00,0.00,0.00,0.00,29247.02,Delivered,FC-DEL-01,WH-DEL-01,N,,0.00,INR,2025-01-02,2025-01-02 12:17:10,2025-01-02 16:18:10
OI50140505,501405,ORD501405,100402,1161,SKU-1161,ColorCraft Paper Pack Premium,Stationery,ColorCraft,1,325.37,371.79,371.79,0.00,0.00,5.00,18.58,390.37,Delivered,FC-DEL-01,WH-HYD-01,N,,0.00,INR,2025-01-02,2025-01-02 12:17:10,2025-01-02 16:18:10
OI50067101,500671,ORD500671,101668,1114,SKU-1114,HomePro Trimmer Classic,Home Appliances,HomePro,3,18356.52,24884.02,74652.06,20.00,14930.41,0.00,0.00,59721.65,Delivered,FC-CHE-01,WH-CHE-01,N,,0.00,INR,2025-01-03,2025-01-03 01:07:31,2025-01-04 05:24:31
OI50067102,500671,ORD500671,101668,1150,SKU-1150,FreshSense Soap Classic,Personal Care,FreshSense,3,1570.42,2090.55,6271.65,20.00,1254.33,12.00,602.08,5619.40,Delivered,FC-CHE-01,WH-CHE-01,N,,0.00,INR,2025-01-03,2025-01-03 01:07:31,2025-01-04 05:24:31
OI50088701,500887,ORD500887,101811,1138,SKU-1138,EchoWave Headphones Eco,Electronics,EchoWave,1,917.10,1284.80,1284.80,0.00,0.00,12.00,154.18,1438.98,Returned,FC-CHE-01,WH-HYD-01,Y,Changed Mind,1438.98,INR,2025-01-03,2025-01-03 21:35:06,2025-01-08 21:47:06
OI50088702,500887,ORD500887,101811,1025,SKU-1025,PureLeaf Toothpaste Lite,Personal Care,PureLeaf,1,1421.97,2107.42,2107.42,0.00,0.00,28.00,590.08,2697.50,Returned,FC-CHE-01,WH-DEL-01,Y,Changed Mind,2697.50,INR,2025-01-03,2025-01-03 21:35:06,2025-01-08 21:47:06
OI50088703,500887,ORD500887,101811,1022,SKU-1022,Endura Yoga Mat Eco,Sports,Endura,2,10831.78,13567.41,27134.82,0.00,0.00,28.00,7597.75,34732.57,Returned,FC-CHE-01,WH-BLR-01,Y,Damaged Item,34732.57,INR,2025-01-03,2025-01-03 21:35:06,2025-01-08 21:47:06
OI50088704,500887,ORD500887,101811,1074,SKU-1074,StudyPro Marker Eco,Stationery,StudyPro,4,176.78,226.79,907.16,0.00,0.00,28.00,254.00,1161.16,Returned,FC-CHE-01,WH-MUM-01,Y,Changed Mind,1161.16,INR,2025-01-03,2025-01-03 21:35:06,2025-01-08 21:47:06
OI50088705,500887,ORD500887,101811,1097,SKU-1097,PixelCore Mouse Standard,Electronics,PixelCore,4,4469.21,5400.72,21602.88,0.00,0.00,18.00,3888.52,25491.40,Returned,FC-CHE-01,WH-HYD-01,Y,Product Not as Described,25491.40,INR,2025-01-03,2025-01-03 21:35:06,2025-01-08 21:47:06
OI50201801,502018,ORD502018,100529,1154,SKU-1154,FitCore Water Bottle Plus,Sports,FitCore,2,11314.00,12921.98,25843.96,20.00,5168.79,12.00,2481.02,23156.19,Delivered,FC-HYD-01,WH-CHE-01,N,,0.00,INR,2025-01-03,2025-01-03 22:59:44,2025-01-10 02:35:44
OI50201802,502018,ORD502018,100529,1124,SKU-1124,PlayMax Cricket Bat Lite,Sports,PlayMax,4,10241.76,15658.53,62634.12,20.00,12526.82,18.00,9019.31,59126.61,Delivered,FC-HYD-01,WH-BLR-01,N,,0.00,INR,2025-01-03,2025-01-03 22:59:44,2025-01-10 02:35:44
OI50201803,502018,ORD502018,100529,1068,SKU-1068,DailyHarvest Tea Classic,Grocery,DailyHarvest,1,508.68,595.08,595.08,20.00,119.02,28.00,133.30,609.36,Delivered,FC-HYD-01,WH-BLR-01,N,,0.00,INR,2025-01-03,2025-01-03 22:59:44,2025-01-10 02:35:44
OI50201804,502018,ORD502018,100529,1033,SKU-1033,PlayMax Yoga Mat Plus,Sports,PlayMax,3,3063.85,3616.77,10850.31,20.00,2170.06,18.00,1562.44,10242.69,Delivered,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2025-01-03,2025-01-03 22:59:44,2025-01-10 02:35:44
OI50201805,502018,ORD502018,100529,1163,SKU-1163,NovaTech Mouse Pro,Electronics,NovaTech,3,25505.69,33737.89,101213.67,20.00,20242.74,18.00,14574.77,95545.70,Delivered,FC-HYD-01,WH-CHE-01,N,,0.00,INR,2025-01-03,2025-01-03 22:59:44,2025-01-10 02:35:44
OI50153901,501539,ORD501539,100520,1061,SKU-1061,NutriChoice Biscuits Plus,Grocery,NutriChoice,2,865.14,1073.78,2147.56,10.00,214.76,28.00,541.19,2473.99,Delivered,FC-BLR-01,WH-HYD-01,N,,0.00,INR,2025-01-04,2025-01-04 00:47:15,2025-01-07 05:01:15
OI50153902,501539,ORD501539,100520,1068,SKU-1068,DailyHarvest Tea Classic,Grocery,DailyHarvest,3,508.68,595.08,1785.24,10.00,178.52,28.00,449.88,2056.60,Delivered,FC-BLR-01,WH-BLR-01,N,,0.00,INR,2025-01-04,2025-01-04 00:47:15,2025-01-07 05:01:15
OI50153903,501539,ORD501539,100520,1170,SKU-1170,ModeLine Sports Shoes Classic,Apparel,ModeLine,3,2260.82,2754.94,8264.82,10.00,826.48,12.00,892.60,8330.94,Delivered,FC-BLR-01,WH-BLR-01,N,,0.00,INR,2025-01-04,2025-01-04 00:47:15,2025-01-07 05:01:15
OI50153904,501539,ORD501539,100520,1044,SKU-1044,ModeLine Sandals Premium,Apparel,ModeLine,1,1837.50,2904.43,2904.43,10.00,290.44,12.00,313.68,2927.67,Delivered,FC-BLR-01,WH-DEL-01,N,,0.00,INR,2025-01-04,2025-01-04 00:47:15,2025-01-07 05:01:15
OI50230601,502306,ORD502306,101696,1036,SKU-1036,EchoWave Speaker Classic,Electronics,EchoWave,2,10356.17,13133.89,26267.78,5.00,1313.39,28.00,6987.23,31941.62,Delivered,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2025-01-04,2025-01-04 17:45:14,2025-01-11 00:51:14
OI50230602,502306,ORD502306,101696,1124,SKU-1124,PlayMax Cricket Bat Lite,Sports,PlayMax,4,10241.76,15658.53,62634.12,5.00,3131.71,18.00,10710.43,70212.84,Delivered,FC-HYD-01,WH-BLR-01,N,,0.00,INR,2025-01-04,2025-01-04 17:45:14,2025-01-11 00:51:14
OI50230603,502306,ORD502306,101696,1117,SKU-1117,DailyEase Iron Standard,Home Appliances,DailyEase,3,30158.79,35960.68,107882.04,5.00,5394.10,0.00,0.00,102487.94,Delivered,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2025-01-04,2025-01-04 17:45:14,2025-01-11 00:51:14
OI50230604,502306,ORD502306,101696,1133,SKU-1133,ModeLine Jacket Premium,Apparel,ModeLine,4,2838.21,3271.15,13084.60,5.00,654.23,12.00,1491.64,13922.01,Delivered,FC-HYD-01,WH-MUM-01,N,,0.00,INR,2025-01-04,2025-01-04 17:45:14,2025-01-11 00:51:14
OI50230605,502306,ORD502306,101696,1082,SKU-1082,WellLife Nutrition Bar Standard,Health,WellLife,3,181.20,278.52,835.56,5.00,41.77,0.00,0.01,793.80,Delivered,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2025-01-04,2025-01-04 17:45:14,2025-01-11 00:51:14
OI50213401,502134,ORD502134,101379,1099,SKU-1099,FreshSense Serum Standard,Personal Care,FreshSense,4,357.67,470.02,1880.08,15.00,282.01,12.00,191.77,1789.84,Cancelled,FC-DEL-01,WH-BLR-01,N,,0.00,INR,2025-01-05,2025-01-05 05:23:06,2025-01-10 10:13:06
OI50213402,502134,ORD502134,101379,1056,SKU-1056,FarmBasket Coffee Pro,Grocery,FarmBasket,4,1031.76,1178.75,4715.00,15.00,707.25,28.00,1122.17,5129.92,Cancelled,FC-DEL-01,WH-MUM-01,N,,0.00,INR,2025-01-05,2025-01-05 05:23:06,2025-01-10 10:13:06
OI50213403,502134,ORD502134,101379,1087,SKU-1087,SwiftHome Vacuum Classic,Home Appliances,SwiftHome,4,5182.53,6455.67,25822.68,15.00,3873.40,28.00,6145.80,28095.08,Cancelled,FC-DEL-01,WH-MUM-01,N,,0.00,INR,2025-01-05,2025-01-05 05:23:06,2025-01-10 10:13:06
OI50213404,502134,ORD502134,101379,1146,SKU-1146,FreshSense Lotion Max,Personal Care,FreshSense,1,1303.04,2012.47,2012.47,15.00,301.87,18.00,307.91,2018.51,Cancelled,FC-DEL-01,WH-CHE-01,N,,0.00,INR,2025-01-05,2025-01-05 05:23:06,2025-01-10 10:13:06
OI50213405,502134,ORD502134,101379,1060,SKU-1060,EchoWave Speaker Plus,Electronics,EchoWave,2,15727.53,18916.48,37832.96,15.00,5674.95,5.00,1607.89,33765.90,Cancelled,FC-DEL-01,WH-CHE-01,N,,0.00,INR,2025-01-05,2025-01-05 05:23:06,2025-01-10 10:13:06
OI50142001,501420,ORD501420,102157,1083,SKU-1083,Stride Sports Shoes Standard,Apparel,Stride,3,898.43,1101.19,3303.57,5.00,165.18,28.00,878.75,4017.14,Delivered,FC-DEL-01,WH-BLR-01,N,,0.00,INR,2025-01-05,2025-01-05 09:43:15,2025-01-09 10:59:15
OI50142002,501420,ORD501420,102157,1084,SKU-1084,FarmBasket Oats Classic,Grocery,FarmBasket,3,365.20,465.09,1395.27,5.00,69.76,12.00,159.06,1484.57,Delivered,FC-DEL-01,WH-BLR-01,N,,0.00,INR,2025-01-05,2025-01-05 09:43:15,2025-01-09 10:59:15
OI50142003,501420,ORD501420,102157,1131,SKU-1131,CareMed Vitamin Tablets Lite,Health,CareMed,3,1753.15,2401.89,7205.67,5.00,360.28,5.00,342.27,7187.66,Delivered,FC-DEL-01,WH-BLR-01,N,,0.00,INR,2025-01-05,2025-01-05 09:43:15,2025-01-09 10:59:15
OI50142004,501420,ORD501420,102157,1099,SKU-1099,FreshSense Serum Standard,Personal Care,FreshSense,2,357.67,470.02,940.04,5.00,47.01,12.00,107.16,1000.19,Delivered,FC-DEL-01,WH-BLR-01,N,,0.00,INR,2025-01-05,2025-01-05 09:43:15,2025-01-09 10:59:15
OI50224501,502245,ORD502245,100902,1027,SKU-1027,NutriChoice Rice Pro,Grocery,NutriChoice,2,158.63,218.57,437.14,10.00,43.71,12.00,47.21,440.64,Returned,FC-DEL-01,WH-HYD-01,Y,Size or Fit Issue,440.64,INR,2025-01-05,2025-01-05 12:53:23,2025-01-10 21:47:23
OI50224502,502245,ORD502245,100902,1058,SKU-1058,NutraDay Bandage Kit Plus,Health,NutraDay,1,1397.46,1885.00,1885.00,10.00,188.50,5.00,84.83,1781.33,Returned,FC-DEL-01,WH-BLR-01,Y,Quality Issue,1781.33,INR,2025-01-05,2025-01-05 12:53:23,2025-01-10 21:47:23
OI50224503,502245,ORD502245,100902,1085,SKU-1085,HomePro Vacuum Eco,Home Appliances,HomePro,1,10082.84,14844.11,14844.11,10.00,1484.41,18.00,2404.75,15764.45,Returned,FC-DEL-01,WH-HYD-01,Y,Quality Issue,15764.45,INR,2025-01-05,2025-01-05 12:53:23,2025-01-10 21:47:23
OI50224504,502245,ORD502245,100902,1170,SKU-1170,ModeLine Sports Shoes Classic,Apparel,ModeLine,4,2260.82,2754.94,11019.76,10.00,1101.98,12.00,1190.13,11107.91,Returned,FC-DEL-01,WH-BLR-01,Y,Product Not as Described,11107.91,INR,2025-01-05,2025-01-05 12:53:23,2025-01-10 21:47:23
OI50224505,502245,ORD502245,100902,1094,SKU-1094,WellLife Electrolyte Mix Premium,Health,WellLife,4,1318.06,1503.60,6014.40,10.00,601.44,0.00,0.00,5412.96,Returned,FC-DEL-01,WH-DEL-01,Y,Changed Mind,5412.96,INR,2025-01-05,2025-01-05 12:53:23,2025-01-10 21:47:23
OI50082601,500826,ORD500826,100150,1079,SKU-1079,FreshCart Juice Pro,Grocery,FreshCart,1,397.99,567.65,567.65,0.00,0.00,0.00,0.00,567.65,Delivered,FC-DEL-01,WH-HYD-01,N,,0.00,INR,2025-01-05,2025-01-05 17:40:32,2025-01-10 17:51:32
OI50082602,500826,ORD500826,100150,1150,SKU-1150,FreshSense Soap Classic,Personal Care,FreshSense,3,1570.42,2090.55,6271.65,0.00,0.00,12.00,752.60,7024.25,Delivered,FC-DEL-01,WH-CHE-01,N,,0.00,INR,2025-01-05,2025-01-05 17:40:32,2025-01-10 17:51:32
OI50082603,500826,ORD500826,100150,1137,SKU-1137,SwiftHome Mixer Classic,Home Appliances,SwiftHome,2,21279.31,29608.74,59217.48,0.00,0.00,28.00,16580.89,75798.37,Delivered,FC-DEL-01,WH-MUM-01,N,,0.00,INR,2025-01-05,2025-01-05 17:40:32,2025-01-10 17:51:32
OI50082604,500826,ORD500826,100150,1117,SKU-1117,DailyEase Iron Standard,Home Appliances,DailyEase,1,30158.79,35960.68,35960.68,0.00,0.00,0.00,0.00,35960.68,Delivered,FC-DEL-01,WH-DEL-01,N,,0.00,INR,2025-01-05,2025-01-05 17:40:32,2025-01-10 17:51:32
OI50082605,500826,ORD500826,100150,1082,SKU-1082,WellLife Nutrition Bar Standard,Health,WellLife,4,181.20,278.52,1114.08,0.00,0.00,0.00,0.00,1114.08,Delivered,FC-DEL-01,WH-DEL-01,N,,0.00,INR,2025-01-05,2025-01-05 17:40:32,2025-01-10 17:51:32
OI50016401,500164,ORD500164,101218,1020,SKU-1020,Sportiva Football Classic,Sports,Sportiva,1,11383.68,15591.84,15591.84,0.00,0.00,12.00,1871.02,17462.86,Delivered,FC-CHE-01,WH-DEL-01,N,,0.00,INR,2025-01-06,2025-01-06 01:48:02,2025-01-06 06:48:02
OI50016402,500164,ORD500164,101218,1002,SKU-1002,NutriChoice Tea Plus,Grocery,NutriChoice,3,957.28,1108.74,3326.22,0.00,0.00,0.00,0.00,3326.22,Delivered,FC-CHE-01,WH-CHE-01,N,,0.00,INR,2025-01-06,2025-01-06 01:48:02,2025-01-06 06:48:02
OI50016403,500164,ORD500164,101218,1017,SKU-1017,PlayMax Dumbbell Pro,Sports,PlayMax,3,12395.03,15585.48,46756.44,0.00,0.00,18.00,8416.16,55172.60,Delivered,FC-CHE-01,WH-DEL-01,N,,0.00,INR,2025-01-06,2025-01-06 01:48:02,2025-01-06 06:48:02
OI50016404,500164,ORD500164,101218,1090,SKU-1090,DailyHarvest Coffee Plus,Grocery,DailyHarvest,2,807.45,980.13,1960.26,0.00,0.00,0.00,0.00,1960.26,Delivered,FC-CHE-01,WH-MUM-01,N,,0.00,INR,2025-01-06,2025-01-06 01:48:02,2025-01-06 06:48:02
OI50046901,500469,ORD500469,100121,1098,SKU-1098,PureLiving Fan Premium,Home Appliances,PureLiving,2,25040.16,37525.43,75050.86,20.00,15010.17,12.00,7204.88,67245.57,Delivered,FC-DEL-01,WH-CHE-01,N,,0.00,INR,2025-01-07,2025-01-07 04:21:31,2025-01-07 08:44:31
OI50046902,500469,ORD500469,100121,1170,SKU-1170,ModeLine Sports Shoes Classic,Apparel,ModeLine,4,2260.82,2754.94,11019.76,20.00,2203.95,12.00,1057.90,9873.71,Delivered,FC-DEL-01,WH-BLR-01,N,,0.00,INR,2025-01-07,2025-01-07 04:21:31,2025-01-07 08:44:31
OI50046903,500469,ORD500469,100121,1026,SKU-1026,PureLeaf Serum Eco,Personal Care,PureLeaf,4,1290.79,1615.81,6463.24,20.00,1292.65,18.00,930.71,6101.30,Delivered,FC-DEL-01,WH-DEL-01,N,,0.00,INR,2025-01-07,2025-01-07 04:21:31,2025-01-07 08:44:31
OI50046904,500469,ORD500469,100121,1100,SKU-1100,CareMed Protein Mix Classic,Health,CareMed,2,1469.61,2041.74,4083.48,20.00,816.70,28.00,914.70,4181.48,Delivered,FC-DEL-01,WH-DEL-01,N,,0.00,INR,2025-01-07,2025-01-07 04:21:31,2025-01-07 08:44:31
OI50046905,500469,ORD500469,100121,1138,SKU-1138,EchoWave Headphones Eco,Electronics,EchoWave,1,917.10,1284.80,1284.80,20.00,256.96,12.00,123.34,1151.18,Delivered,FC-DEL-01,WH-HYD-01,N,,0.00,INR,2025-01-07,2025-01-07 04:21:31,2025-01-07 08:44:31
OI50000201,500002,ORD500002,102074,1177,SKU-1177,ByteCraft Webcam Pro,Electronics,ByteCraft,1,26185.30,34006.18,34006.18,15.00,5100.93,18.00,5202.94,34108.19,Delivered,FC-DEL-01,WH-DEL-01,N,,0.00,INR,2025-01-07,2025-01-07 07:34:07,2025-01-11 10:30:07
OI50159901,501599,ORD501599,101275,1025,SKU-1025,PureLeaf Toothpaste Lite,Personal Care,PureLeaf,2,1421.97,2107.42,4214.84,0.00,0.00,28.00,1180.16,5395.00,Delivered,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2025-01-07,2025-01-07 11:03:23,2025-01-11 19:53:23
OI50159902,501599,ORD501599,101275,1147,SKU-1147,HomePro Mixer Eco,Home Appliances,HomePro,3,5837.55,8227.90,24683.70,0.00,0.00,0.00,0.00,24683.70,Delivered,FC-HYD-01,WH-HYD-01,N,,0.00,INR,2025-01-07,2025-01-07 11:03:23,2025-01-11 19:53:23
OI50159903,501599,ORD501599,101275,1137,SKU-1137,SwiftHome Mixer Classic,Home Appliances,SwiftHome,4,21279.31,29608.74,118434.96,0.00,0.00,28.00,33161.78,151596.74,Delivered,FC-HYD-01,WH-MUM-01,N,,0.00,INR,2025-01-07,2025-01-07 11:03:23,2025-01-11 19:53:23
OI50017701,500177,ORD500177,101024,1154,SKU-1154,FitCore Water Bottle Plus,Sports,FitCore,1,11314.00,12921.98,12921.98,10.00,1292.20,12.00,1395.57,13025.35,Delivered,FC-MUM-01,WH-CHE-01,N,,0.00,INR,2025-01-07,2025-01-07 20:54:42,2025-01-14 21:56:42
OI50017702,500177,ORD500177,101024,1163,SKU-1163,NovaTech Mouse Pro,Electronics,NovaTech,4,25505.69,33737.89,134951.56,10.00,13495.15,18.00,21862.16,143318.57,Delivered,FC-MUM-01,WH-CHE-01,N,,0.00,INR,2025-01-07,2025-01-07 20:54:42,2025-01-14 21:56:42
OI50089701,500897,ORD500897,100874,1170,SKU-1170,ModeLine Sports Shoes Classic,Apparel,ModeLine,1,2260.82,2754.94,2754.94,10.00,275.49,12.00,297.53,2776.98,Delivered,FC-MUM-01,WH-BLR-01,N,,0.00,INR,2025-01-07,2025-01-07 21:28:59,2025-01-12 22:11:59
OI50127201,501272,ORD501272,100422,1046,SKU-1046,ByteCraft Charger Lite,Electronics,ByteCraft,2,4132.50,4839.43,9678.86,0.00,0.00,18.00,1742.19,11421.05,Returned,FC-DEL-01,WH-HYD-01,Y,Damaged Item,11421.05,INR,2025-01-08,2025-01-08 00:56:42,2025-01-15 06:42:42
OI50127202,501272,ORD501272,100422,1147,SKU-1147,HomePro Mixer Eco,Home Appliances,HomePro,1,5837.55,8227.90,8227.90,0.00,0.00,0.00,0.00,8227.90,Returned,FC-DEL-01,WH-HYD-01,Y,Changed Mind,8227.90,INR,2025-01-08,2025-01-08 00:56:42,2025-01-15 06:42:42
OI50127203,501272,ORD501272,100422,1006,SKU-1006,ByteCraft Webcam Eco,Electronics,ByteCraft,1,11133.32,17747.60,17747.60,0.00,0.00,0.00,0.00,17747.60,Returned,FC-DEL-01,WH-DEL-01,Y,Changed Mind,17747.60,INR,2025-01-08,2025-01-08 00:56:42,2025-01-15 06:42:42
OI50127204,501272,ORD501272,100422,1116,SKU-1116,GlowNest Deodorant Classic,Personal Care,GlowNest,3,1247.10,1465.03,4395.09,0.00,0.00,5.00,219.75,4614.84,Returned,FC-DEL-01,WH-MUM-01,Y,Quality Issue,4614.84,INR,2025-01-08,2025-01-08 00:56:42,2025-01-15 06:42:42
OI50127205,501272,ORD501272,100422,1132,SKU-1132,HealthFirst Herbal Drink Premium,Health,HealthFirst,3,1585.19,2202.93,6608.79,0.00,0.00,18.00,1189.59,7798.38,Returned,FC-DEL-01,WH-CHE-01,Y,Product Not as Described,7798.38,INR,2025-01-08,2025-01-08 00:56:42,2025-01-15 06:42:42
OI50092801,500928,ORD500928,101780,1121,SKU-1121,WellLife First Aid Kit Plus,Health,WellLife,2,1484.85,2264.41,4528.82,10.00,452.88,18.00,733.67,4809.61,Delivered,FC-DEL-01,WH-CHE-01,N,,0.00,INR,2025-01-08,2025-01-08 02:41:48,2025-01-14 03:39:48
