order_item_id,order_id,order_number,customer_id,product_id,sku,product_name,category,brand,quantity,unit_cost,unit_price,gross_line_amount,discount_percent,line_discount_amount,tax_percent,line_tax_amount,net_line_amount,line_status,fulfillment_center,warehouse_id,return_flag,return_reason,refund_amount,currency,order_date,record_created_timestamp,last_updated_timestamp
OI50241505,502415,ORD502415,100094,1060,SKU-1060,EchoWave Speaker Plus,Electronics,EchoWave,1,15727.53,18916.48,18916.48,0.00,0.00,5.00,945.82,19862.30,Shipped,FC-MUM-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 12:09:46,2026-09-15 14:23:46
OI50240701,502407,ORD502407,101925,1040,SKU-1040,TrendHouse Sandals Plus,Apparel,TrendHouse,4,3602.64,4193.34,16773.36,10.00,1677.34,12.00,1811.52,16907.54,Shipped,FC-HYD-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 17:25:35,2026-09-15 23:50:59
OI50240702,502407,ORD502407,101925,1129,SKU-1129,DailyHarvest Oats Premium,Grocery,DailyHarvest,1,722.03,829.45,829.45,10.00,82.94,5.00,37.33,783.84,Shipped,FC-HYD-01,WH-MUM-01,N,,0.00,INR,2026-09-15,2026-09-15 17:25:35,2026-09-15 23:50:59
OI50240703,502407,ORD502407,101925,1151,SKU-1151,VoltEdge Mouse Max,Electronics,VoltEdge,1,8803.71,11786.95,11786.95,10.00,1178.70,18.00,1909.48,12517.73,Shipped,FC-HYD-01,WH-BLR-01,N,,0.00,INR,2026-09-15,2026-09-15 17:25:35,2026-09-15 23:50:59
OI50240301,502403,ORD502403,100839,1130,SKU-1130,PixelCore Speaker Classic,Electronics,PixelCore,1,16488.11,19822.80,19822.80,0.00,0.00,12.00,2378.74,22201.54,Shipped,FC-BLR-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 07:48:53,2026-09-15 13:30:53
OI50240401,502404,ORD502404,102247,1144,SKU-1144,FitCore Yoga Mat Plus,Sports,FitCore,3,10485.49,15288.66,45865.98,5.00,2293.30,5.00,2178.63,45751.31,Shipped,FC-BLR-01,WH-DEL-01,N,,0.00,INR,2026-09-15,2026-09-15 06:54:02,2026-09-15 15:29:02
OI50240402,502404,ORD502404,102247,1174,SKU-1174,PureLiving Air Cooler Pro,Home Appliances,PureLiving,3,13637.52,20403.66,61210.98,5.00,3060.55,5.00,2907.52,61057.95,Shipped,FC-BLR-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 06:54:02,2026-09-15 15:29:02
OI50240403,502404,ORD502404,102247,1039,SKU-1039,ActiveZone Water Bottle Classic,Sports,ActiveZone,3,11248.62,14942.64,44827.92,5.00,2241.39,28.00,11924.23,54510.76,Shipped,FC-BLR-01,WH-MUM-01,N,,0.00,INR,2026-09-15,2026-09-15 06:54:02,2026-09-15 15:29:02
OI50241401,502414,ORD502414,100915,1003,SKU-1003,DailyHarvest Biscuits Lite,Grocery,DailyHarvest,1,759.53,1095.68,1095.68,0.00,0.00,28.00,306.79,1402.47,Processing,FC-BLR-01,WH-BLR-01,N,,0.00,INR,2026-09-15,2026-09-15 18:48:42,2026-09-15 20:06:42
OI50241402,502414,ORD502414,100915,1132,SKU-1132,HealthFirst Herbal Drink Premium,Health,HealthFirst,1,1585.19,2202.93,2202.93,0.00,0.00,18.00,396.53,2599.46,Processing,FC-BLR-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 18:48:42,2026-09-15 20:06:42
OI50241801,502418,ORD502418,101965,1017,SKU-1017,PlayMax Dumbbell Pro,Sports,PlayMax,1,12395.03,15585.48,15585.48,10.00,1558.55,18.00,2524.85,16551.78,Cancelled,FC-BLR-01,WH-DEL-01,N,,0.00,INR,2026-09-15,2026-09-15 12:56:24,2026-09-15 14:13:24
OI50022501,500225,ORD500225,101590,1107,SKU-1107,DailyEase Trimmer Classic,Home Appliances,DailyEase,4,3730.58,5631.99,22527.96,20.00,4505.59,28.00,5046.26,23068.63,Delivered,FC-DEL-01,WH-CHE-01,N,,0.00,INR,2025-06-01,2025-06-01 17:41:48,2026-09-15 22:49:40
OI50022502,500225,ORD500225,101590,1078,SKU-1078,PlayMax Badminton Racket Plus,Sports,PlayMax,3,11385.43,13310.99,39932.97,20.00,7986.59,18.00,5750.35,37696.73,Delivered,FC-DEL-01,WH-DEL-01,N,,0.00,INR,2025-06-01,2025-06-01 17:41:48,2026-09-15 22:49:40
OI50022503,500225,ORD500225,101590,1090,SKU-1090,DailyHarvest Coffee Plus,Grocery,DailyHarvest,2,807.45,980.13,1960.26,20.00,392.05,0.00,0.00,1568.21,Delivered,FC-DEL-01,WH-MUM-01,N,,0.00,INR,2025-06-01,2025-06-01 17:41:48,2026-09-15 22:49:40
OI50022504,500225,ORD500225,101590,1168,SKU-1168,PaperLine Marker Classic,Stationery,PaperLine,4,445.70,553.65,2214.60,20.00,442.92,12.00,212.60,1984.28,Delivered,FC-DEL-01,WH-MUM-01,N,,0.00,INR,2025-06-01,2025-06-01 17:41:48,2026-09-15 22:49:40
OI50022505,500225,ORD500225,101590,1048,SKU-1048,SwiftHome Toaster Premium,Home Appliances,SwiftHome,3,28010.99,35166.57,105499.71,20.00,21099.95,12.00,10127.97,94527.73,Delivered,FC-DEL-01,WH-MUM-01,N,,0.00,INR,2025-06-01,2025-06-01 17:41:48,2026-09-15 22:49:40
OI50241101,502411,ORD502411,100138,1100,SKU-1100,CareMed Protein Mix Classic,Health,CareMed,4,1469.61,2041.74,8166.96,20.00,1633.39,28.00,1829.40,8362.97,Processing,FC-MUM-01,WH-DEL-01,N,,0.00,INR,2026-09-15,2026-09-15 02:30:39,2026-09-15 10:06:39
OI50241102,502411,ORD502411,100138,1065,SKU-1065,DailyHarvest Tea Max,Grocery,DailyHarvest,2,665.02,767.22,1534.44,20.00,306.89,18.00,220.96,1448.51,Processing,FC-MUM-01,WH-MUM-01,N,,0.00,INR,2026-09-15,2026-09-15 02:30:39,2026-09-15 10:06:39
OI50241103,502411,ORD502411,100138,1106,SKU-1106,CottonBay Sneakers Standard,Apparel,CottonBay,1,3341.77,4752.51,4752.51,20.00,950.50,0.00,0.00,3802.01,Processing,FC-MUM-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 02:30:39,2026-09-15 10:06:39
OI50241104,502411,ORD502411,100138,1101,SKU-1101,NutraDay Electrolyte Mix Premium,Health,NutraDay,1,290.05,354.35,354.35,20.00,70.87,0.00,0.00,283.48,Processing,FC-MUM-01,WH-HYD-01,N,,0.00,INR,2026-09-15,2026-09-15 02:30:39,2026-09-15 10:06:39
OI50242001,502420,ORD502420,101224,1013,SKU-1013,AeroCool Air Cooler Pro,Home Appliances,AeroCool,4,34991.01,43093.55,172374.20,10.00,17237.42,12.00,18616.41,173753.19,Processing,FC-CHE-01,WH-HYD-01,N,,0.00,INR,2026-09-15,2026-09-15 16:13:54,2026-09-15 20:15:54
OI50242002,502420,ORD502420,101224,1157,SKU-1157,NutriChoice Tea Pro,Grocery,NutriChoice,3,765.80,891.51,2674.53,10.00,267.45,28.00,673.98,3081.06,Processing,FC-CHE-01,WH-DEL-01,N,,0.00,INR,2026-09-15,2026-09-15 16:13:54,2026-09-15 20:15:54
OI50242003,502420,ORD502420,101224,1046,SKU-1046,ByteCraft Charger Lite,Electronics,ByteCraft,1,4132.50,4839.43,4839.43,10.00,483.95,18.00,783.99,5139.47,Processing,FC-CHE-01,WH-HYD-01,N,,0.00,INR,2026-09-15,2026-09-15 16:13:54,2026-09-15 20:15:54
OI50240601,502406,ORD502406,100266,1124,SKU-1124,PlayMax Cricket Bat Lite,Sports,PlayMax,2,10241.76,15658.53,31317.06,0.00,0.00,18.00,5637.07,36954.13,Shipped,FC-BLR-01,WH-BLR-01,N,,0.00,INR,2026-09-15,2026-09-15 23:10:52,2026-09-15 21:59:59
OI50240602,502406,ORD502406,100266,1069,SKU-1069,PureLiving Mixer Classic,Home Appliances,PureLiving,4,33987.79,38694.42,154777.68,0.00,0.00,5.00,7738.88,162516.56,Shipped,FC-BLR-01,WH-BLR-01,N,,0.00,INR,2026-09-15,2026-09-15 23:10:52,2026-09-15 21:59:59
OI50240603,502406,ORD502406,100266,1097,SKU-1097,PixelCore Mouse Standard,Electronics,PixelCore,1,4469.21,5400.72,5400.72,0.00,0.00,18.00,972.13,6372.85,Shipped,FC-BLR-01,WH-HYD-01,N,,0.00,INR,2026-09-15,2026-09-15 23:10:52,2026-09-15 21:59:59
OI50240604,502406,ORD502406,100266,1037,SKU-1037,EchoWave Power Bank Standard,Electronics,EchoWave,1,17091.64,23577.16,23577.16,0.00,0.00,0.00,0.00,23577.16,Shipped,FC-BLR-01,WH-BLR-01,N,,0.00,INR,2026-09-15,2026-09-15 23:10:52,2026-09-15 21:59:59
OI50199801,501998,ORD501998,102208,1037,SKU-1037,EchoWave Power Bank Standard,Electronics,EchoWave,1,17091.64,23577.16,23577.16,10.00,2357.72,0.00,0.00,21219.44,Returned,FC-BLR-01,WH-BLR-01,Y,Damaged Item,21219.44,INR,2025-10-07,2025-10-07 15:11:29,2026-09-15 22:37:05
OI50199802,501998,ORD501998,102208,1141,SKU-1141,FreshCart Tea Classic,Grocery,FreshCart,3,915.94,1094.88,3284.64,10.00,328.46,28.00,827.73,3783.91,Returned,FC-BLR-01,WH-MUM-01,Y,Product Not as Described,3783.91,INR,2025-10-07,2025-10-07 15:11:29,2026-09-15 22:37:05
OI50242101,502421,ORD502421,100806,1093,SKU-1093,HealthFirst Herbal Drink Plus,Health,HealthFirst,1,793.05,1148.77,1148.77,0.00,0.00,0.00,0.00,1148.77,Pending,FC-BLR-01,WH-BLR-01,N,,0.00,INR,2026-09-15,2026-09-15 09:15:13,2026-09-15 16:47:13
OI50242102,502421,ORD502421,100806,1014,SKU-1014,NovaTech Charger Max,Electronics,NovaTech,4,13296.38,17613.40,70453.60,0.00,0.00,12.00,8454.43,78908.03,Pending,FC-BLR-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 09:15:13,2026-09-15 16:47:13
OI50242103,502421,ORD502421,100806,1178,SKU-1178,AeroCool Mixer Plus,Home Appliances,AeroCool,3,5924.87,6915.49,20746.47,0.00,0.00,28.00,5809.01,26555.48,Pending,FC-BLR-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 09:15:13,2026-09-15 16:47:13
OI50240201,502402,ORD502402,100287,1072,SKU-1072,ActiveZone Football Max,Sports,ActiveZone,2,9586.62,13856.54,27713.08,10.00,2771.31,5.00,1247.09,26188.86,Processing,FC-CHE-01,WH-DEL-01,N,,0.00,INR,2026-09-15,2026-09-15 21:02:36,2026-09-15 22:38:36
OI50240202,502402,ORD502402,100287,1019,SKU-1019,FarmBasket Coffee Eco,Grocery,FarmBasket,3,689.39,873.37,2620.11,10.00,262.01,18.00,424.46,2782.56,Processing,FC-CHE-01,WH-MUM-01,N,,0.00,INR,2026-09-15,2026-09-15 21:02:36,2026-09-15 22:38:36
OI50240203,502402,ORD502402,100287,1081,SKU-1081,FarmBasket Coffee Plus,Grocery,FarmBasket,1,112.57,129.07,129.07,10.00,12.91,28.00,32.53,148.69,Processing,FC-CHE-01,WH-HYD-01,N,,0.00,INR,2026-09-15,2026-09-15 21:02:36,2026-09-15 22:38:36
OI50240204,502402,ORD502402,100287,1104,SKU-1104,PureLeaf Face Wash Premium,Personal Care,PureLeaf,3,998.80,1303.79,3911.37,10.00,391.13,12.00,422.42,3942.66,Processing,FC-CHE-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 21:02:36,2026-09-15 22:38:36
OI50241601,502416,ORD502416,100039,1134,SKU-1134,HealthFirst First Aid Kit Lite,Health,HealthFirst,1,1424.46,1681.04,1681.04,5.00,84.05,12.00,191.64,1788.63,Processing,FC-MUM-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 12:04:18,2026-09-15 13:36:18
OI50241602,502416,ORD502416,100039,1019,SKU-1019,FarmBasket Coffee Eco,Grocery,FarmBasket,2,689.39,873.37,1746.74,5.00,87.34,18.00,298.69,1958.09,Processing,FC-MUM-01,WH-MUM-01,N,,0.00,INR,2026-09-15,2026-09-15 12:04:18,2026-09-15 13:36:18
OI50220901,502209,ORD502209,101547,1055,SKU-1055,ActiveZone Dumbbell Eco,Sports,ActiveZone,1,10204.63,15731.16,15731.16,0.00,0.00,12.00,1887.74,17618.90,Delivered,FC-CHE-01,WH-BLR-01,N,,0.00,INR,2025-05-12,2025-05-12 16:41:29,2026-09-15 18:32:52
OI50220902,502209,ORD502209,101547,1069,SKU-1069,PureLiving Mixer Classic,Home Appliances,PureLiving,2,33987.79,38694.42,77388.84,0.00,0.00,5.00,3869.44,81258.28,Delivered,FC-CHE-01,WH-BLR-01,N,,0.00,INR,2025-05-12,2025-05-12 16:41:29,2026-09-15 18:32:52
OI50220903,502209,ORD502209,101547,1095,SKU-1095,PaperLine Folder Standard,Stationery,PaperLine,3,137.71,188.61,565.83,0.00,0.00,0.00,0.00,565.83,Delivered,FC-CHE-01,WH-CHE-01,N,,0.00,INR,2025-05-12,2025-05-12 16:41:29,2026-09-15 18:32:52
OI50220904,502209,ORD502209,101547,1107,SKU-1107,DailyEase Trimmer Classic,Home Appliances,DailyEase,3,3730.58,5631.99,16895.97,0.00,0.00,28.00,4730.87,21626.84,Delivered,FC-CHE-01,WH-CHE-01,N,,0.00,INR,2025-05-12,2025-05-12 16:41:29,2026-09-15 18:32:52
OI50240501,502405,ORD502405,100294,1106,SKU-1106,CottonBay Sneakers Standard,Apparel,CottonBay,2,3341.77,4752.51,9505.02,5.00,475.25,0.00,0.00,9029.77,Shipped,FC-MUM-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 09:27:21,2026-09-15 15:01:21
OI50240502,502405,ORD502405,100294,1067,SKU-1067,WellLife Vitamin Tablets Classic,Health,WellLife,4,1769.02,2270.22,9080.88,5.00,454.04,0.00,0.00,8626.84,Shipped,FC-MUM-01,WH-BLR-01,N,,0.00,INR,2026-09-15,2026-09-15 09:27:21,2026-09-15 15:01:21
OI50240503,502405,ORD502405,100294,1056,SKU-1056,FarmBasket Coffee Pro,Grocery,FarmBasket,2,1031.76,1178.75,2357.50,5.00,117.88,28.00,627.10,2866.72,Shipped,FC-MUM-01,WH-MUM-01,N,,0.00,INR,2026-09-15,2026-09-15 09:27:21,2026-09-15 15:01:21
OI50240504,502405,ORD502405,100294,1044,SKU-1044,ModeLine Sandals Premium,Apparel,ModeLine,1,1837.50,2904.43,2904.43,5.00,145.22,12.00,331.10,3090.31,Shipped,FC-MUM-01,WH-DEL-01,N,,0.00,INR,2026-09-15,2026-09-15 09:27:21,2026-09-15 15:01:21
OI50240901,502409,ORD502409,102261,1067,SKU-1067,WellLife Vitamin Tablets Classic,Health,WellLife,3,1769.02,2270.22,6810.66,10.00,681.07,0.00,0.00,6129.59,Shipped,FC-CHE-01,WH-BLR-01,N,,0.00,INR,2026-09-15,2026-09-15 06:09:01,2026-09-15 10:52:01
OI50240902,502409,ORD502409,102261,1052,SKU-1052,WellLife Bandage Kit Standard,Health,WellLife,3,1519.80,1890.40,5671.20,10.00,567.12,28.00,1429.14,6533.22,Shipped,FC-CHE-01,WH-MUM-01,N,,0.00,INR,2026-09-15,2026-09-15 06:09:01,2026-09-15 10:52:01
OI50241301,502413,ORD502413,100682,1110,SKU-1110,HealthFirst Vitamin Tablets Plus,Health,HealthFirst,2,1126.60,1761.96,3523.92,0.00,0.00,0.00,0.00,3523.92,Pending,FC-MUM-01,WH-HYD-01,N,,0.00,INR,2026-09-15,2026-09-15 20:36:11,2026-09-15 23:57:59
OI50241302,502413,ORD502413,100682,1098,SKU-1098,PureLiving Fan Premium,Home Appliances,PureLiving,2,25040.16,37525.43,75050.86,0.00,0.00,12.00,9006.10,84056.96,Pending,FC-MUM-01,WH-CHE-01,N,,0.00,INR,2026-09-15,2026-09-15 20:36:11,2026-09-15 23:57:59
OI50241303,502413,ORD502413,100682,1141,SKU-1141,FreshCart Tea Classic,Grocery,FreshCart,2,915.94,1094.88,2189.76,0.00,0.00,28.00,613.13,2802.89,Pending,FC-MUM-01,WH-MUM-01,N,,0.00,INR,2026-09-15,2026-09-15 20:36:11,2026-09-15 23:57:59
OI50241304,502413,ORD502413,100682,1031,SKU-1031,WriteWell Notebook Eco,Stationery,WriteWell,3,1088.30,1438.41,4315.23,0.00,0.00,18.00,776.75,5091.98,Pending,FC-MUM-01,WH-DEL-01,N,,0.00,INR,2026-09-15,2026-09-15 20:36:11,2026-09-15 23:57:59
OI50183201,501832,ORD501832,100951,1153,SKU-1153,WellLife Electrolyte Mix Pro,Health,WellLife,2,1670.85,2057.68,4115.36,10.00,411.54,18.00,666.69,4370.51,Returned,FC-BLR-01,WH-BLR-01,Y,Damaged Item,4370.51,INR,2026-07-19,2026-07-19 11:56:06,2026-09-15 22:52:54
