order_id,order_number,customer_id,order_date,order_timestamp,sales_channel,order_status,payment_method,payment_status,currency,billing_city,billing_state,shipping_city,shipping_state,shipping_postal_code,fulfillment_center,shipping_method,estimated_delivery_date,actual_delivery_date,item_count,total_quantity,subtotal_amount,discount_amount,tax_amount,shipping_charge,total_order_amount,coupon_code,is_gift,cancellation_reason,last_updated_timestamp
500164,ORD500164,101218,2025-01-06,2025-01-06 01:48:02,Website,Delivered,Net Banking,Paid,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-CHE-01,Standard,2025-01-11,2025-01-11,4,9,67634.76,0.00,10287.18,0.00,77921.94,,N,,2025-01-06 06:48:02
500469,ORD500469,100121,2025-01-07,2025-01-07 04:21:31,Website,Delivered,Credit Card,Paid,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-DEL-01,Standard,2025-01-12,2025-01-12,5,13,97902.14,19580.43,10231.53,0.00,88553.24,APP20,Y,,2025-01-07 08:44:31
500002,ORD500002,102074,2025-01-07,2025-01-07 07:34:07,Website,Delivered,Cash on Delivery,Paid,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-DEL-01,Standard,2025-01-12,2025-01-13,1,1,34006.18,5100.93,5202.94,0.00,34108.19,FESTIVE15,N,,2025-01-11 10:30:07
501599,ORD501599,101275,2025-01-07,2025-01-07 11:03:23,Website,Delivered,Cash on Delivery,Paid,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-HYD-01,Standard,2025-01-12,2025-01-11,3,9,147333.50,0.00,34341.94,0.00,181675.44,,N,,2025-01-11 19:53:23
500177,ORD500177,101024,2025-01-07,2025-01-07 20:54:42,Store Assisted,Delivered,Wallet,Paid,INR,Visakhapatnam,Andhra Pradesh,Bengaluru,Karnataka,560037,FC-MUM-01,Express,2025-01-10,2025-01-10,2,5,147873.54,14787.35,23257.73,0.00,156343.92,LOYALTY10,Y,,2025-01-14 21:56:42
500897,ORD500897,100874,2025-01-07,2025-01-07 21:28:59,Store Assisted,Delivered,Cash on Delivery,Paid,INR,Warangal,Telangana,Secunderabad,Telangana,500003,FC-MUM-01,Standard,2025-01-12,2025-01-13,1,1,2754.94,275.49,297.53,0.00,2776.98,WELCOME10,N,,2025-01-12 22:11:59
501272,ORD501272,100422,2025-01-08,2025-01-08 00:56:42,Store Assisted,Returned,Wallet,Partially Refunded,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-DEL-01,Express,2025-01-11,2025-01-11,5,10,46658.24,0.00,3151.53,0.00,49809.77,,N,,2025-01-15 06:42:42
500928,ORD500928,101780,2025-01-08,2025-01-08 02:41:48,Marketplace,Delivered,Debit Card,Paid,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-DEL-01,Standard,2025-01-13,2025-01-14,5,12,71555.73,7155.57,11774.50,0.00,76174.66,WELCOME10,N,,2025-01-14 03:39:48
501928,ORD501928,101002,2025-01-08,2025-01-08 03:16:29,Marketplace,Delivered,Net Banking,Pending,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-HYD-01,Standard,2025-01-13,2025-01-12,5,11,103083.66,10308.37,13930.36,0.00,106705.65,LOYALTY10,Y,,2025-01-12 06:23:29
501456,ORD501456,101011,2025-01-08,2025-01-08 05:40:51,Mobile App,Cancelled,Credit Card,Failed,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-DEL-01,Standard,2025-01-13,,5,10,28757.58,2875.76,290.98,0.00,26172.80,LOYALTY10,N,Customer Request,2025-01-10 08:46:51
500346,ORD500346,101094,2025-01-08,2025-01-08 11:37:52,Marketplace,Delivered,Cash on Delivery,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-CHE-01,Standard,2025-01-13,2025-01-13,1,2,2952.32,0.00,354.28,0.00,3306.60,,N,,2025-01-08 14:18:52
500039,ORD500039,101345,2025-01-08,2025-01-08 20:03:47,Store Assisted,Delivered,Net Banking,Paid,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-MUM-01,Express,2025-01-11,2025-01-11,3,11,13709.97,2741.99,1789.14,0.00,12757.12,APP20,N,,2025-01-11 21:43:47
500412,ORD500412,101724,2025-01-09,2025-01-09 02:50:05,Mobile App,Delivered,Cash on Delivery,Paid,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-MUM-01,Standard,2025-01-14,2025-01-15,4,10,73552.64,0.00,3510.90,0.00,77063.54,,N,,2025-01-10 10:31:05
501467,ORD501467,101667,2025-01-09,2025-01-09 08:24:42,Store Assisted,Delivered,Wallet,Paid,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-CHE-01,Same Day,2025-01-09,2025-01-10,1,1,1822.99,0.00,328.14,0.00,2151.13,,N,,2025-01-16 11:47:42
501387,ORD501387,100683,2025-01-10,2025-01-10 09:44:44,Store Assisted,Delivered,Wallet,Paid,INR,Warangal,Telangana,Vijayawada,Andhra Pradesh,520010,FC-CHE-01,Standard,2025-01-15,2025-01-15,5,14,220491.67,0.00,25059.39,0.00,245551.06,,N,,2025-01-18 14:56:44
500441,ORD500441,101289,2025-01-10,2025-01-10 18:06:25,Store Assisted,Delivered,Debit Card,Paid,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-BLR-01,Standard,2025-01-15,2025-01-15,4,8,173061.54,34612.31,14117.83,0.00,152567.06,APP20,N,,2025-01-15 22:46:25
500626,ORD500626,101021,2025-01-10,2025-01-10 22:34:18,Website,Delivered,Wallet,Paid,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-BLR-01,Standard,2025-01-15,2025-01-15,3,9,94019.76,9401.98,0.00,0.00,84617.78,LOYALTY10,N,,2025-01-11 02:36:18
500486,ORD500486,100716,2025-01-10,2025-01-10 23:42:57,Mobile App,Returned,UPI,Refunded,INR,Pune,Maharashtra,Pune,Maharashtra,411014,FC-CHE-01,Standard,2025-01-15,2025-01-15,1,2,31462.32,1573.12,3586.70,0.00,33475.90,SAVE5,N,,2025-01-15 00:42:57
501145,ORD501145,100553,2025-01-11,2025-01-11 05:25:31,Marketplace,Delivered,Net Banking,Paid,INR,Pune,Maharashtra,Pune,Maharashtra,411014,FC-DEL-01,Express,2025-01-14,2025-01-15,2,4,7677.16,767.72,672.82,0.00,7582.26,WELCOME10,N,,2025-01-18 06:36:31
500858,ORD500858,100527,2025-01-11,2025-01-11 08:37:56,Website,Delivered,Credit Card,Paid,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-CHE-01,Express,2025-01-14,2025-01-15,4,8,14911.19,0.00,3164.34,0.00,18075.53,,N,,2025-01-19 11:14:56
500424,ORD500424,100889,2025-01-11,2025-01-11 10:28:47,Mobile App,Delivered,Credit Card,Paid,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-HYD-01,Standard,2025-01-16,2025-01-17,4,12,49284.55,0.00,10594.74,0.00,59879.29,,N,,2025-01-15 10:31:47
500635,ORD500635,100685,2025-01-11,2025-01-11 11:40:02,Store Assisted,Delivered,Cash on Delivery,Paid,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-BLR-01,Standard,2025-01-16,2025-01-17,5,15,76797.12,0.00,4468.86,0.00,81265.98,,N,,2025-01-12 15:23:02
501495,ORD501495,101189,2025-01-11,2025-01-11 15:42:24,Website,Shipped,Credit Card,Paid,INR,Warangal,Telangana,Vijayawada,Andhra Pradesh,520010,FC-CHE-01,Standard,2025-01-16,,1,3,24683.70,4936.74,0.00,0.00,19746.96,APP20,N,,2025-01-13 21:59:24
502187,ORD502187,102184,2025-01-11,2025-01-11 19:30:42,Mobile App,Delivered,Wallet,Paid,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-MUM-01,Standard,2025-01-16,2025-01-15,1,4,3927.16,392.72,424.13,0.00,3958.57,WELCOME10,N,,2025-01-17 02:08:42
501801,ORD501801,100834,2025-01-12,2025-01-12 00:11:14,Mobile App,Delivered,Wallet,Pending,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-BLR-01,Standard,2025-01-17,2025-01-18,5,10,134530.82,0.00,14778.90,0.00,149309.72,,N,,2025-01-18 02:03:14
502143,ORD502143,100078,2025-01-12,2025-01-12 03:13:18,Mobile App,Returned,Net Banking,Refunded,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-HYD-01,Standard,2025-01-17,2025-01-17,4,9,62916.39,0.00,10829.68,0.00,73746.07,,N,,2025-01-14 10:10:18
500594,ORD500594,100955,2025-01-12,2025-01-12 05:02:56,Website,Delivered,Wallet,Paid,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-BLR-01,Standard,2025-01-17,2025-01-18,4,14,227810.43,0.00,46447.53,0.00,274257.96,,Y,,2025-01-20 12:30:56
501364,ORD501364,100923,2025-01-12,2025-01-12 12:39:31,Mobile App,Cancelled,Net Banking,Failed,INR,Delhi,Delhi,Bengaluru,Karnataka,560037,FC-CHE-01,Standard,2025-01-17,,1,3,41569.62,8313.92,1662.79,0.00,34918.49,APP20,N,Duplicate Order,2025-01-20 15:51:31
500254,ORD500254,101433,2025-01-12,2025-01-12 13:37:38,Mobile App,Delivered,Debit Card,Paid,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-DEL-01,Standard,2025-01-17,2025-01-17,5,9,9500.45,950.04,930.44,0.00,9480.85,WELCOME10,N,,2025-01-14 20:42:38
502107,ORD502107,101048,2025-01-12,2025-01-12 19:17:35,Store Assisted,Delivered,UPI,Paid,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-HYD-01,Same Day,2025-01-12,2025-01-12,4,9,52776.06,10555.21,8116.21,0.00,50337.06,APP20,Y,,2025-01-19 20:06:35
500563,ORD500563,100511,2025-01-12,2025-01-12 23:32:24,Website,Delivered,Debit Card,Paid,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-DEL-01,Standard,2025-01-17,2025-01-17,4,7,109876.72,10987.67,17603.20,0.00,116492.25,WELCOME10,Y,,2025-01-19 08:10:24
500504,ORD500504,101345,2025-01-13,2025-01-13 05:42:17,Mobile App,Delivered,UPI,Paid,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-DEL-01,Express,2025-01-16,2025-01-17,3,10,115897.34,17384.60,18966.37,0.00,117479.11,FESTIVE15,N,,2025-01-21 06:45:17
501688,ORD501688,100076,2025-01-13,2025-01-13 09:46:13,Marketplace,Delivered,UPI,Paid,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-HYD-01,Express,2025-01-16,2025-01-16,4,9,11060.43,2212.09,902.22,0.00,9750.56,APP20,N,,2025-01-19 13:00:13
500652,ORD500652,100563,2025-01-13,2025-01-13 12:10:54,Marketplace,Delivered,UPI,Paid,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-CHE-01,Standard,2025-01-18,2025-01-19,1,1,6452.61,0.00,1806.73,0.00,8259.34,,Y,,2025-01-13 19:59:54
502117,ORD502117,100883,2025-01-13,2025-01-13 14:15:40,Marketplace,Delivered,Wallet,Paid,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-MUM-01,Standard,2025-01-18,2025-01-18,5,17,115813.27,5790.66,20838.59,0.00,130861.20,SAVE5,Y,,2025-01-21 20:58:40
500978,ORD500978,101138,2025-01-13,2025-01-13 20:11:37,Store Assisted,Cancelled,UPI,Failed,INR,Pune,Maharashtra,Pune,Maharashtra,411014,FC-HYD-01,Express,2025-01-16,,5,14,308530.15,61706.03,38923.38,0.00,285747.50,APP20,N,Duplicate Order,2025-01-16 01:20:37
502175,ORD502175,100382,2025-01-13,2025-01-13 20:37:29,Website,Cancelled,Debit Card,Voided,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-CHE-01,Express,2025-01-16,,2,2,45410.12,4541.01,3325.23,0.00,44194.34,LOYALTY10,Y,Customer Request,2025-01-17 03:02:29
500587,ORD500587,100178,2025-01-14,2025-01-14 06:07:24,Website,Delivered,Wallet,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-BLR-01,Standard,2025-01-19,2025-01-21,4,10,13961.31,0.00,1907.45,0.00,15868.76,,Y,,2025-01-16 10:15:24
500753,ORD500753,100058,2025-01-14,2025-01-14 07:09:33,Mobile App,Delivered,Net Banking,Paid,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-HYD-01,Standard,2025-01-19,2025-01-19,3,6,36446.59,7289.32,1185.22,0.00,30342.49,APP20,N,,2025-01-17 15:50:33
500062,ORD500062,100330,2025-01-14,2025-01-14 07:10:15,Marketplace,Shipped,Cash on Delivery,Pending,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-HYD-01,Standard,2025-01-19,,4,9,61558.14,0.00,8676.87,0.00,70235.01,,N,,2025-01-20 15:19:15
501282,ORD501282,100618,2025-01-14,2025-01-14 20:47:44,Website,Cancelled,Cash on Delivery,Refunded,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-BLR-01,Standard,2025-01-19,,5,12,171059.81,8552.99,28263.84,0.00,190770.66,SAVE5,N,Customer Request,2025-01-16 21:23:44
501692,ORD501692,100751,2025-01-14,2025-01-14 21:35:34,Marketplace,Returned,UPI,Refunded,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-HYD-01,Standard,2025-01-19,2025-01-20,3,9,174476.32,0.00,6587.07,0.00,181063.39,,N,,2025-01-18 02:29:34
501707,ORD501707,102296,2025-01-14,2025-01-14 23:59:50,Marketplace,Delivered,Cash on Delivery,Paid,INR,Chennai,Tamil Nadu,Bengaluru,Karnataka,560037,FC-MUM-01,Express,2025-01-17,2025-01-18,1,2,15288.06,0.00,1834.57,0.00,17122.63,,Y,,2025-01-16 08:26:50
502344,ORD502344,101863,2025-01-15,2025-01-15 00:19:53,Website,Cancelled,Net Banking,Voided,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-CHE-01,Standard,2025-01-20,,1,3,53242.80,5324.28,0.00,0.00,47918.52,LOYALTY10,N,Inventory Unavailable,2025-01-23 02:03:53
501775,ORD501775,100837,2025-01-15,2025-01-15 03:22:17,Store Assisted,Delivered,Debit Card,Paid,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-MUM-01,Standard,2025-01-20,2025-01-20,5,14,75926.18,15185.24,15849.62,0.00,76590.56,APP20,N,,2025-01-16 05:54:17
500733,ORD500733,101832,2025-01-15,2025-01-15 08:45:05,Mobile App,Delivered,Cash on Delivery,Paid,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-MUM-01,Standard,2025-01-20,2025-01-19,1,2,813.62,122.04,0.00,50.00,741.58,FESTIVE15,N,,2025-01-21 15:24:05
502090,ORD502090,102160,2025-01-15,2025-01-15 21:17:34,Marketplace,Delivered,UPI,Paid,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-CHE-01,Standard,2025-01-20,2025-01-20,4,9,9679.56,967.96,2050.88,0.00,10762.48,WELCOME10,N,,2025-01-17 04:20:34
501836,ORD501836,101984,2025-01-16,2025-01-16 11:03:35,Website,Delivered,Wallet,Paid,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-CHE-01,Standard,2025-01-21,2025-01-23,2,3,38407.60,3840.76,4059.99,0.00,38626.83,WELCOME10,N,,2025-01-19 14:55:35
502088,ORD502088,101526,2025-01-17,2025-01-17 04:41:52,Mobile App,Returned,Credit Card,Refunded,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-CHE-01,Standard,2025-01-22,2025-01-23,4,8,8598.64,1719.73,1093.74,0.00,7972.65,APP20,N,,2025-01-17 08:17:52
500025,ORD500025,102187,2025-01-17,2025-01-17 15:21:08,Website,Delivered,Debit Card,Paid,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-BLR-01,Standard,2025-01-22,2025-01-22,4,11,41590.52,8318.10,5602.98,0.00,38875.40,APP20,N,,2025-01-21 21:05:08
502228,ORD502228,102028,2025-01-18,2025-01-18 02:17:22,Store Assisted,Delivered,Net Banking,Paid,INR,Secunderabad,Telangana,Mumbai,Maharashtra,400076,FC-BLR-01,Express,2025-01-21,2025-01-21,4,10,13374.93,0.00,1803.95,0.00,15178.88,,N,,2025-01-23 03:09:22
501081,ORD501081,101801,2025-01-18,2025-01-18 04:03:06,Marketplace,Delivered,Credit Card,Paid,INR,Delhi,Delhi,Visakhapatnam,Andhra Pradesh,530017,FC-BLR-01,Standard,2025-01-23,2025-01-23,2,8,59628.60,2981.43,5892.42,0.00,62539.59,SAVE5,N,,2025-01-20 09:10:06
501748,ORD501748,100502,2025-01-18,2025-01-18 05:19:28,Website,Cancelled,Credit Card,Failed,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-BLR-01,Express,2025-01-21,,4,11,117895.98,23579.20,3735.80,0.00,98052.58,APP20,N,Address Issue,2025-01-22 07:12:28
500916,ORD500916,101337,2025-01-18,2025-01-18 21:46:24,Store Assisted,Delivered,Net Banking,Paid,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-CHE-01,Standard,2025-01-23,2025-01-24,5,16,159719.97,31943.99,19191.53,0.00,146967.51,APP20,N,,2025-01-21 03:56:24
500746,ORD500746,102275,2025-01-19,2025-01-19 01:52:44,Mobile App,Cancelled,Net Banking,Failed,INR,Pune,Maharashtra,Pune,Maharashtra,411014,FC-BLR-01,Standard,2025-01-24,,1,4,54107.04,10821.41,5194.28,0.00,48479.91,APP20,N,Address Issue,2025-01-26 10:19:44
500030,ORD500030,100837,2025-01-19,2025-01-19 04:56:19,Website,Delivered,Net Banking,Paid,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-BLR-01,Express,2025-01-22,2025-01-23,3,6,2844.28,0.00,685.12,0.00,3529.40,,Y,,2025-01-27 13:27:19
501870,ORD501870,100388,2025-01-19,2025-01-19 12:19:32,Marketplace,Delivered,Net Banking,Paid,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-MUM-01,Standard,2025-01-24,2025-01-25,1,2,2150.16,215.02,0.00,0.00,1935.14,WELCOME10,Y,,2025-01-19 15:05:32
500393,ORD500393,100960,2025-01-19,2025-01-19 15:02:16,Website,Delivered,Debit Card,Paid,INR,Bengaluru,Karnataka,Hyderabad,Telangana,500081,FC-BLR-01,Standard,2025-01-24,2025-01-24,2,2,48684.28,0.00,8511.57,0.00,57195.85,,N,,2025-01-27 15:13:16
501636,ORD501636,100343,2025-01-19,2025-01-19 21:23:40,Mobile App,Delivered,Credit Card,Paid,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-BLR-01,Standard,2025-01-24,2025-01-23,1,2,4540.44,454.04,0.00,0.00,4086.40,LOYALTY10,N,,2025-01-23 03:43:40
501789,ORD501789,101387,2025-01-20,2025-01-20 07:48:54,Marketplace,Delivered,Credit Card,Paid,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-CHE-01,Standard,2025-01-25,2025-01-24,5,12,163560.27,0.00,22087.45,0.00,185647.72,,N,,2025-01-21 14:16:54
500834,ORD500834,101059,2025-01-20,2025-01-20 12:40:21,Website,Delivered,UPI,Paid,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-BLR-01,Standard,2025-01-25,2025-01-27,1,2,1144.06,57.20,0.00,90.00,1176.86,SAVE5,N,,2025-01-26 14:53:21
500205,ORD500205,100815,2025-01-21,2025-01-21 00:11:42,Mobile App,Cancelled,Net Banking,Voided,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-BLR-01,Standard,2025-01-26,,1,3,2629.74,262.97,426.02,0.00,2792.79,LOYALTY10,N,Payment Failure,2025-01-29 07:09:42
500649,ORD500649,100665,2025-01-21,2025-01-21 14:02:15,Mobile App,Delivered,Cash on Delivery,Paid,INR,Vijayawada,Andhra Pradesh,Chennai,Tamil Nadu,600042,FC-DEL-01,Express,2025-01-24,2025-01-24,4,12,33086.41,0.00,4401.15,0.00,37487.56,,N,,2025-01-29 22:17:15
500126,ORD500126,101783,2025-01-22,2025-01-22 12:22:31,Mobile App,Delivered,Wallet,Paid,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-HYD-01,Standard,2025-01-27,2025-01-27,4,11,215383.72,0.00,38769.07,0.00,254152.79,,N,,2025-01-27 16:12:31
501433,ORD501433,100457,2025-01-22,2025-01-22 15:08:09,Store Assisted,Delivered,Cash on Delivery,Paid,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-CHE-01,Standard,2025-01-27,2025-01-27,5,12,138078.73,0.00,15023.52,0.00,153102.25,,N,,2025-01-26 18:53:09
501657,ORD501657,101815,2025-01-22,2025-01-22 15:42:36,Store Assisted,Delivered,Wallet,Paid,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-CHE-01,Standard,2025-01-27,2025-01-29,4,8,117426.01,11742.60,20951.61,0.00,126635.02,WELCOME10,N,,2025-01-22 16:34:36
500924,ORD500924,101598,2025-01-22,2025-01-22 16:01:49,Store Assisted,Delivered,Credit Card,Paid,INR,Pune,Maharashtra,Pune,Maharashtra,411014,FC-MUM-01,Same Day,2025-01-22,2025-01-23,5,15,123219.30,0.00,4920.42,0.00,128139.72,,N,,2025-01-27 16:07:49
502195,ORD502195,101163,2025-01-22,2025-01-22 22:05:56,Website,Delivered,Debit Card,Paid,INR,Chennai,Tamil Nadu,Delhi,Delhi,110017,FC-CHE-01,Standard,2025-01-27,2025-01-27,2,6,49568.76,0.00,13489.89,0.00,63058.65,,N,,2025-01-30 22:20:56
500131,ORD500131,101021,2025-01-22,2025-01-22 22:35:19,Website,Delivered,Cash on Delivery,Paid,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-BLR-01,Same Day,2025-01-22,2025-01-22,1,2,31917.24,6383.45,7149.46,0.00,32683.25,APP20,N,,2025-01-30 07:29:19
501112,ORD501112,100991,2025-01-23,2025-01-23 02:31:27,Website,Delivered,Cash on Delivery,Paid,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-HYD-01,Standard,2025-01-28,2025-01-29,4,10,105737.37,0.00,1843.70,0.00,107581.07,,N,,2025-01-31 05:52:27
