order_id,order_number,customer_id,order_date,order_timestamp,sales_channel,order_status,payment_method,payment_status,currency,billing_city,billing_state,shipping_city,shipping_state,shipping_postal_code,fulfillment_center,shipping_method,estimated_delivery_date,actual_delivery_date,item_count,total_quantity,subtotal_amount,discount_amount,tax_amount,shipping_charge,total_order_amount,coupon_code,is_gift,cancellation_reason,last_updated_timestamp
502526,ORD502526,100832,2026-09-20,2026-09-20 13:22:06,Store Assisted,Pending,Wallet,Pending,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-CHE-01,Express,2026-09-23,,3,7,31652.97,3165.30,1744.51,0.00,30232.18,WELCOME10,N,,2026-09-20 20:24:06
500844,ORD500844,102294,2026-05-15,2026-05-15 01:25:14,Website,Shipped,Wallet,Paid,INR,Pune,Maharashtra,Chennai,Tamil Nadu,600042,FC-CHE-01,Standard,2026-05-20,,3,5,111889.54,0.00,13899.07,0.00,125788.61,,N,,2026-09-09 17:39:49
502541,ORD502541,101576,2026-09-20,2026-09-20 08:04:47,Website,Cancelled,Cash on Delivery,Voided,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-MUM-01,Express,2026-09-23,,2,2,1969.05,196.91,417.60,0.00,2189.74,LOYALTY10,N,Duplicate Order,2026-09-20 17:01:47
502522,ORD502522,101351,2026-09-20,2026-09-20 05:00:12,Mobile App,Processing,Credit Card,Paid,INR,Delhi,Delhi,Vijayawada,Andhra Pradesh,520010,FC-MUM-01,Same Day,2026-09-20,,2,6,20135.44,0.00,2416.25,0.00,22551.69,,N,,2026-09-20 05:45:12
500231,ORD500231,100420,2026-05-02,2026-05-02 05:35:03,Mobile App,Returned,Wallet,Refunded,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-BLR-01,Standard,2026-05-07,2026-05-07,4,14,249194.09,24919.41,47158.43,0.00,271433.11,WELCOME10,N,,2026-09-20 21:56:55
502516,ORD502516,101898,2026-09-20,2026-09-20 21:06:41,Store Assisted,Processing,Net Banking,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-BLR-01,Standard,2026-09-25,,1,4,70453.60,3522.68,8031.71,0.00,74962.63,SAVE5,N,,2026-09-20 23:27:41
502519,ORD502519,100092,2026-09-20,2026-09-20 05:44:56,Mobile App,Shipped,Credit Card,Paid,INR,Pune,Maharashtra,Pune,Maharashtra,411014,FC-BLR-01,Standard,2026-09-25,,1,4,118484.72,11848.47,0.00,0.00,106636.25,WELCOME10,N,,2026-09-20 14:18:56
502540,ORD502540,100472,2026-09-20,2026-09-20 01:38:54,Mobile App,Processing,Wallet,Paid,INR,Pune,Maharashtra,Bengaluru,Karnataka,560037,FC-MUM-01,Standard,2026-09-25,,2,5,2640.63,0.00,190.50,0.00,2831.13,,N,,2026-09-20 07:41:54
502525,ORD502525,101748,2026-09-20,2026-09-20 20:46:16,Store Assisted,Cancelled,Cash on Delivery,Voided,INR,Hyderabad,Telangana,Secunderabad,Telangana,500003,FC-CHE-01,Standard,2026-09-25,,1,4,3712.04,185.60,176.32,0.00,3702.76,SAVE5,N,Customer Request,2026-09-20 22:38:59
502535,ORD502535,101175,2026-09-20,2026-09-20 11:44:01,Store Assisted,Processing,Cash on Delivery,Pending,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-CHE-01,Standard,2026-09-25,,2,6,5333.40,266.67,745.90,0.00,5812.63,SAVE5,N,,2026-09-20 19:42:01
502260,ORD502260,101829,2025-03-28,2025-03-28 00:33:31,Website,Cancelled,Credit Card,Failed,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-CHE-01,Standard,2025-04-02,,3,8,28802.46,0.00,2961.08,0.00,31763.54,,Y,Payment Failure,2026-09-20 15:15:26
501025,ORD501025,101124,2025-11-06,2025-11-06 05:00:15,Website,Delivered,Wallet,Paid,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-DEL-01,Standard,2025-11-11,2025-11-11,3,7,48990.15,2449.51,8919.24,0.00,55459.88,SAVE5,N,,2026-09-20 09:46:51
502268,ORD502268,101491,2025-12-26,2025-12-26 09:25:19,Website,Processing,Cash on Delivery,Paid,INR,Visakhapatnam,Andhra Pradesh,Chennai,Tamil Nadu,600042,FC-BLR-01,Standard,2025-12-31,,1,4,4404.76,0.00,1233.33,0.00,5638.09,,N,,2026-09-10 10:30:39
502532,ORD502532,101535,2026-09-20,2026-09-20 05:55:40,Store Assisted,Processing,Cash on Delivery,Pending,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-MUM-01,Express,2026-09-23,,5,14,23786.40,0.00,2626.02,0.00,26412.42,,N,,2026-09-20 08:40:40
500895,ORD500895,101509,2026-05-13,2026-05-13 06:15:39,Website,Delivered,Net Banking,Paid,INR,Pune,Maharashtra,Pune,Maharashtra,411014,FC-HYD-01,Standard,2026-05-18,2026-05-18,2,4,3673.36,0.00,440.80,0.00,4114.16,,N,,2026-09-20 19:26:32
502515,ORD502515,102175,2026-09-20,2026-09-20 06:10:20,Marketplace,Processing,Credit Card,Paid,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-CHE-01,Standard,2026-09-25,,4,12,163949.13,16394.91,32589.82,0.00,180144.04,WELCOME10,N,,2026-09-20 12:35:20
502531,ORD502531,101165,2026-09-20,2026-09-20 23:20:17,Website,Cancelled,Debit Card,Failed,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-CHE-01,Standard,2026-09-25,,5,14,212612.70,10630.64,37812.10,0.00,239794.16,SAVE5,N,Duplicate Order,2026-09-20 23:59:17
500331,ORD500331,101510,2026-01-14,2026-01-14 11:12:27,Mobile App,Delivered,UPI,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-CHE-01,Express,2026-01-17,2026-01-17,2,6,17954.31,1795.43,3974.52,0.00,20133.40,WELCOME10,N,,2026-09-20 15:56:34
502544,ORD502544,101541,2026-09-20,2026-09-20 18:52:31,Website,Pending,Cash on Delivery,Pending,INR,Warangal,Telangana,Mumbai,Maharashtra,400076,FC-BLR-01,Standard,2026-09-25,,3,5,104031.69,5201.58,17545.86,0.00,116375.97,SAVE5,N,,2026-09-20 22:46:31
502542,ORD502542,100493,2026-09-20,2026-09-20 11:56:19,Website,Processing,Debit Card,Paid,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-CHE-01,Same Day,2026-09-20,,3,8,69502.58,0.00,8581.34,0.00,78083.92,,N,,2026-09-20 18:32:19
502539,ORD502539,101298,2026-09-20,2026-09-20 09:05:25,Marketplace,Processing,Net Banking,Pending,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-CHE-01,Standard,2026-09-25,,4,13,235583.42,0.00,24636.87,0.00,260220.29,,N,,2026-09-20 14:36:25
502528,ORD502528,102293,2026-09-20,2026-09-20 14:49:01,Website,Processing,UPI,Paid,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-HYD-01,Same Day,2026-09-20,,4,9,148764.14,22314.62,23633.89,0.00,150083.41,FESTIVE15,N,,2026-09-20 20:40:01
502534,ORD502534,101531,2026-09-20,2026-09-20 05:02:09,Website,Shipped,Credit Card,Paid,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-HYD-01,Same Day,2026-09-20,,2,6,8015.16,801.52,1669.39,0.00,8883.03,WELCOME10,Y,,2026-09-20 10:14:09
502530,ORD502530,101795,2026-09-20,2026-09-20 15:28:10,Mobile App,Processing,Cash on Delivery,Pending,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-DEL-01,Express,2026-09-23,,5,14,26951.53,2695.15,5550.80,0.00,29807.18,WELCOME10,Y,,2026-09-20 16:37:10
500319,ORD500319,100782,2026-09-06,2026-09-06 12:24:12,Marketplace,Processing,Wallet,Paid,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-HYD-01,Same Day,2026-09-06,,5,11,15317.10,2297.57,1739.60,0.00,14759.13,FESTIVE15,N,,2026-09-07 12:42:21
502529,ORD502529,102187,2026-09-20,2026-09-20 23:02:45,Store Assisted,Pending,Net Banking,Pending,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-BLR-01,Standard,2026-09-25,,1,4,2131.56,213.16,230.21,0.00,2148.61,LOYALTY10,N,,2026-09-20 23:17:59
502523,ORD502523,100997,2026-09-20,2026-09-20 11:28:18,Mobile App,Processing,Wallet,Paid,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-DEL-01,Standard,2026-09-25,,5,14,29777.29,4466.59,4964.36,0.00,30275.06,FESTIVE15,N,,2026-09-20 14:13:18
502520,ORD502520,101354,2026-09-20,2026-09-20 20:50:18,Website,Processing,UPI,Paid,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-DEL-01,Standard,2026-09-25,,4,12,46395.43,4639.54,5147.90,0.00,46903.79,LOYALTY10,Y,,2026-09-20 22:09:59
502543,ORD502543,100783,2026-09-20,2026-09-20 23:55:14,Mobile App,Processing,UPI,Paid,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-HYD-01,Standard,2026-09-25,,3,10,16679.68,1667.97,2669.92,0.00,17681.63,LOYALTY10,N,,2026-09-20 23:22:59
501567,ORD501567,100655,2026-01-26,2026-01-26 04:47:03,Website,Returned,Credit Card,Partially Refunded,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-DEL-01,Express,2026-01-29,2026-01-29,1,3,5287.80,1057.56,211.51,0.00,4441.75,APP20,N,,2026-09-20 17:30:05
502538,ORD502538,100408,2026-09-20,2026-09-20 12:22:16,Website,Processing,Wallet,Paid,INR,Visakhapatnam,Andhra Pradesh,Pune,Maharashtra,411014,FC-HYD-01,Standard,2026-09-25,,4,11,116530.16,0.00,486.15,0.00,117016.31,,N,,2026-09-20 19:45:16
502437,ORD502437,101893,2026-09-16,2026-09-16 20:29:37,Store Assisted,Processing,Debit Card,Pending,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-DEL-01,Same Day,2026-09-16,,2,7,81265.86,0.00,21307.73,0.00,102573.59,,Y,,2026-09-20 12:51:25
501208,ORD501208,100303,2025-05-02,2025-05-02 18:02:06,Website,Returned,UPI,Refunded,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-BLR-01,Express,2025-05-05,2025-05-06,3,9,94262.14,0.00,16728.48,0.00,110990.62,,N,,2026-09-20 22:03:12
502537,ORD502537,101074,2026-09-20,2026-09-20 05:04:11,Mobile App,Shipped,UPI,Paid,INR,Mumbai,Maharashtra,Warangal,Telangana,506002,FC-CHE-01,Standard,2026-09-25,,5,12,138870.41,13887.04,10043.07,0.00,135026.44,LOYALTY10,N,,2026-09-20 11:57:11
