order_id,order_number,customer_id,order_date,order_timestamp,sales_channel,order_status,payment_method,payment_status,currency,billing_city,billing_state,shipping_city,shipping_state,shipping_postal_code,fulfillment_center,shipping_method,estimated_delivery_date,actual_delivery_date,item_count,total_quantity,subtotal_amount,discount_amount,tax_amount,shipping_charge,total_order_amount,coupon_code,is_gift,cancellation_reason,last_updated_timestamp
502403,ORD502403,100839,2026-09-15,2026-09-15 07:48:53,Marketplace,Shipped,Wallet,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-BLR-01,Express,2026-09-18,,1,1,19822.80,0.00,2378.74,0.00,22201.54,,N,,2026-09-15 13:30:53
502404,ORD502404,102247,2026-09-15,2026-09-15 06:54:02,Mobile App,Shipped,UPI,Paid,INR,Pune,Maharashtra,Pune,Maharashtra,411014,FC-BLR-01,Standard,2026-09-20,,3,9,151904.88,7595.24,17010.38,0.00,161320.02,SAVE5,N,,2026-09-15 15:29:02
502414,ORD502414,100915,2026-09-15,2026-09-15 18:48:42,Store Assisted,Processing,Cash on Delivery,Pending,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-BLR-01,Same Day,2026-09-15,,2,2,3298.61,0.00,703.32,0.00,4001.93,,N,,2026-09-15 20:06:42
502418,ORD502418,101965,2026-09-15,2026-09-15 12:56:24,Store Assisted,Cancelled,Net Banking,Failed,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-BLR-01,Standard,2026-09-20,,1,1,15585.48,1558.55,2524.85,0.00,16551.78,WELCOME10,N,Payment Failure,2026-09-15 14:13:24
500225,ORD500225,101590,2025-06-01,2025-06-01 17:41:48,Store Assisted,Delivered,Wallet,Paid,INR,Secunderabad,Telangana,Warangal,Telangana,506002,FC-DEL-01,Standard,2025-06-06,2025-06-08,5,16,172135.50,34427.10,21137.18,0.00,158845.58,APP20,N,,2026-09-15 22:49:40
502411,ORD502411,100138,2026-09-15,2026-09-15 02:30:39,Store Assisted,Processing,Cash on Delivery,Pending,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-MUM-01,Standard,2026-09-20,,4,8,14808.26,2961.65,2050.36,0.00,13896.97,APP20,Y,,2026-09-15 10:06:39
502420,ORD502420,101224,2026-09-15,2026-09-15 16:13:54,Marketplace,Processing,UPI,Paid,INR,Pune,Maharashtra,Pune,Maharashtra,411014,FC-CHE-01,Standard,2026-09-20,,3,8,179888.16,17988.82,20074.38,0.00,181973.72,LOYALTY10,Y,,2026-09-15 20:15:54
502406,ORD502406,100266,2026-09-15,2026-09-15 23:10:52,Mobile App,Shipped,Net Banking,Paid,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-BLR-01,Standard,2026-09-20,,4,8,215072.62,0.00,14348.08,0.00,229420.70,,Y,,2026-09-15 21:59:59
501998,ORD501998,102208,2025-10-07,2025-10-07 15:11:29,Website,Returned,Debit Card,Refunded,INR,Secunderabad,Telangana,Vijayawada,Andhra Pradesh,520010,FC-BLR-01,Standard,2025-10-12,2025-10-14,2,4,26861.80,2686.18,827.73,0.00,25003.35,LOYALTY10,Y,,2026-09-15 22:37:05
502421,ORD502421,100806,2026-09-15,2026-09-15 09:15:13,Website,Pending,Net Banking,Pending,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-BLR-01,Standard,2026-09-20,,3,8,92348.84,0.00,14263.44,0.00,106612.28,,N,,2026-09-15 16:47:13
502402,ORD502402,100287,2026-09-15,2026-09-15 21:02:36,Store Assisted,Processing,Wallet,Paid,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-CHE-01,Standard,2026-09-20,,4,9,34373.63,3437.36,2126.50,0.00,33062.77,WELCOME10,N,,2026-09-15 22:38:36
502416,ORD502416,100039,2026-09-15,2026-09-15 12:04:18,Store Assisted,Processing,Wallet,Paid,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-MUM-01,Standard,2026-09-20,,2,3,3427.78,171.39,490.33,0.00,3746.72,SAVE5,N,,2026-09-15 13:36:18
502209,ORD502209,101547,2025-05-12,2025-05-12 16:41:29,Marketplace,Delivered,Debit Card,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-CHE-01,Same Day,2025-05-12,2025-05-13,4,9,110581.80,0.00,10488.05,0.00,121069.85,,Y,,2026-09-15 18:32:52
502405,ORD502405,100294,2026-09-15,2026-09-15 09:27:21,Website,Shipped,Net Banking,Paid,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-MUM-01,Standard,2026-09-20,,4,9,23847.83,1192.39,958.20,0.00,23613.64,SAVE5,N,,2026-09-15 15:01:21
502409,ORD502409,102261,2026-09-15,2026-09-15 06:09:01,Mobile App,Shipped,Debit Card,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-CHE-01,Standard,2026-09-20,,2,6,12481.86,1248.19,1429.14,0.00,12662.81,LOYALTY10,N,,2026-09-15 10:52:01
502413,ORD502413,100682,2026-09-15,2026-09-15 20:36:11,Mobile App,Pending,Credit Card,Pending,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-MUM-01,Standard,2026-09-20,,4,9,85079.77,0.00,10395.98,0.00,95475.75,,N,,2026-09-15 23:57:59
501832,ORD501832,100951,2026-07-19,2026-07-19 11:56:06,Marketplace,Returned,Credit Card,Partially Refunded,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-BLR-01,Standard,2026-07-24,2026-07-24,1,2,4115.36,411.54,666.69,0.00,4370.51,LOYALTY10,Y,,2026-09-15 22:52:54
