product_id,sku,product_name,category,sub_category,brand,supplier_id,supplier_name,warehouse_id,unit_cost,unit_price,stock_quantity,reorder_level,unit_of_measure,currency,manufactured_date,expiry_date,launch_date,country_of_origin,product_status,tax_percent,discount_percent,record_created_timestamp,last_updated_timestamp,source_system
1022,SKU-1022,Endura Yoga Mat Eco,Sports,Team Sports,Endura,510,Jupiter Trade Links,WH-BLR-01,10831.78,13567.41,507,22,piece,INR,2025-04-16,,2025-06-23,Indonesia,Active,28,5,2025-07-15 11:53:00,2026-02-13 02:51:00,SUPPLIER_PORTAL
1023,SKU-1023,CarePlus Lotion Lite,Personal Care,Skin Care,CarePlus,501,Apex Supply Co,WH-HYD-01,558.70,773.03,614,90,piece,INR,2025-09-07,2027-08-27,2025-11-27,India,Active,0,0,2026-01-02 02:13:00,2026-03-07 07:55:00,ERP_PROD
1024,SKU-1024,Sportiva Water Bottle Classic,Sports,Fitness,Sportiva,502,BlueRiver Distributors,WH-CHE-01,13585.12,15958.62,384,46,pair,INR,2025-02-20,,2025-06-07,Malaysia,Active,28,0,2025-07-09 02:52:00,2026-03-24 15:39:00,SUPPLIER_PORTAL
1025,SKU-1025,PureLeaf Toothpaste Lite,Personal Care,Hygiene,PureLeaf,501,Apex Supply Co,WH-DEL-01,1421.97,2107.42,208,56,bottle,INR,2025-10-10,2027-06-29,2025-12-23,China,Active,28,0,2026-01-15 12:42:00,2026-08-18 14:05:00,SUPPLIER_PORTAL
1026,SKU-1026,PureLeaf Serum Eco,Personal Care,Grooming,PureLeaf,502,BlueRiver Distributors,WH-DEL-01,1290.79,1615.81,530,65,pack,INR,2025-06-01,2026-06-12,2025-09-24,China,Active,18,0,2025-09-25 14:20:00,2026-07-18 03:44:00,SUPPLIER_PORTAL
1027,SKU-1027,NutriChoice Rice Pro,Grocery,Snacks,NutriChoice,501,Apex Supply Co,WH-HYD-01,158.63,218.57,209,38,litre,INR,2026-05-11,2028-01-16,2026-07-02,India,Active,12,20,2026-07-06 01:48:00,2026-07-20 20:11:00,WMS_SYNC
1028,SKU-1028,UrbanCare Toothpaste Eco,Personal Care,Skin Care,UrbanCare,512,Lotus Distribution,WH-CHE-01,673.58,1040.37,295,68,piece,INR,2026-01-22,2027-03-29,2026-04-13,Indonesia,Active,28,20,2026-05-05 02:23:00,2026-07-07 20:44:00,SUPPLIER_PORTAL
1029,SKU-1029,HealthFirst Herbal Drink Max,Health,Wellness,HealthFirst,502,BlueRiver Distributors,WH-MUM-01,1742.78,2662.08,389,52,box,INR,2025-11-28,2026-07-16,2026-02-01,Japan,Active,12,0,2026-03-03 09:30:00,2026-05-08 15:28:00,WMS_SYNC
1030,SKU-1030,HealthFirst Hand Sanitizer Plus,Health,Daily Care,HealthFirst,509,Indus Wholesale,WH-CHE-01,371.14,548.35,245,47,box,INR,2025-01-24,2026-04-25,2025-05-08,Malaysia,Active,5,20,2025-06-14 23:12:00,2025-06-27 16:54:00,ERP_PROD
1031,SKU-1031,WriteWell Notebook Eco,Stationery,Office Supplies,WriteWell,515,Orbit Supply Network,WH-DEL-01,1088.30,1438.41,467,55,piece,INR,2024-11-20,,2025-02-28,China,Active,18,0,2025-03-21 19:30:00,2025-11-04 17:05:00,WMS_SYNC
1032,SKU-1032,ColorCraft Notebook Classic,Stationery,Office Supplies,ColorCraft,508,Horizon Distributors,WH-MUM-01,554.40,828.22,600,76,box,INR,2024-09-29,,2025-01-06,China,Active,0,10,2025-01-15 19:33:00,2025-11-02 11:09:00,WMS_SYNC
1033,SKU-1033,PlayMax Yoga Mat Plus,Sports,Accessories,PlayMax,515,Orbit Supply Network,WH-DEL-01,3063.85,3616.77,163,27,set,INR,2025-11-19,,2025-12-07,Thailand,Active,18,0,2025-12-30 01:11:00,2026-02-20 11:08:00,SUPPLIER_PORTAL
1034,SKU-1034,ActiveZone Water Bottle Premium,Sports,Team Sports,ActiveZone,505,Evergreen Supplies,WH-DEL-01,10496.97,16563.89,267,69,set,INR,2025-08-13,,2025-11-12,South Korea,Active,5,0,2025-11-19 00:02:00,2026-05-20 23:33:00,SUPPLIER_PORTAL
1035,SKU-1035,PureLiving Iron Lite,Home Appliances,Cleaning Appliances,PureLiving,512,Lotus Distribution,WH-MUM-01,13541.23,16654.82,78,37,piece,INR,2025-02-13,,2025-05-18,Thailand,Active,12,10,2025-06-21 01:36:00,2026-05-05 21:32:00,WMS_SYNC
1036,SKU-1036,EchoWave Speaker Classic,Electronics,Mobile Accessories,EchoWave,507,GlobalMart Supply,WH-DEL-01,10356.17,13133.89,442,75,piece,INR,2025-01-06,,2025-01-20,Thailand,Active,28,0,2025-01-31 00:42:00,2026-08-04 02:36:00,ERP_PROD
1037,SKU-1037,EchoWave Power Bank Standard,Electronics,Audio,EchoWave,501,Apex Supply Co,WH-BLR-01,17091.64,23577.16,547,49,piece,INR,2025-06-16,,2025-09-12,Thailand,Seasonal,0,0,2025-09-12 12:11:00,2025-11-26 05:40:00,WMS_SYNC
1038,SKU-1038,TrendHouse Sports Shoes Standard,Apparel,Women,TrendHouse,506,Fusion Commerce,WH-BLR-01,4275.13,4859.71,214,38,piece,INR,2025-06-03,,2025-07-12,South Korea,Active,18,0,2025-07-27 14:53:00,2026-06-11 20:42:00,ERP_PROD
1039,SKU-1039,ActiveZone Water Bottle Classic,Sports,Fitness,ActiveZone,504,Delta Wholesale,WH-MUM-01,11248.62,14942.64,446,35,pair,INR,2024-10-24,,2025-02-06,China,Active,28,15,2025-02-28 04:01:00,2025-11-24 20:03:00,SUPPLIER_PORTAL
1040,SKU-1040,TrendHouse Sandals Plus,Apparel,Kids,TrendHouse,512,Lotus Distribution,WH-CHE-01,3602.64,4193.34,558,23,piece,INR,2026-02-03,,2026-04-07,Japan,Active,12,20,2026-04-11 21:21:00,2026-04-20 23:27:00,ERP_PROD
1041,SKU-1041,CarePlus Deodorant Plus,Personal Care,Skin Care,CarePlus,505,Evergreen Supplies,WH-HYD-01,1411.56,1985.17,363,29,bottle,INR,2025-06-16,2026-01-15,2025-08-31,China,Active,0,10,2025-10-14 11:53:00,2026-08-31 17:14:00,WMS_SYNC
1042,SKU-1042,FarmBasket Cereal Max,Grocery,Staples,FarmBasket,503,Crestline Traders,WH-BLR-01,61.23,93.22,114,69,litre,INR,2026-02-24,2027-02-26,2026-06-09,Thailand,Active,18,0,2026-06-22 03:09:00,2026-06-29 19:53:00,SUPPLIER_PORTAL
1043,SKU-1043,PlayMax Yoga Mat Plus,Sports,Accessories,PlayMax,515,Orbit Supply Network,WH-CHE-01,900.65,1085.46,84,28,piece,INR,2025-06-11,,2025-08-02,South Korea,Active,5,20,2025-09-06 03:00:00,2026-03-02 05:15:00,WMS_SYNC
1044,SKU-1044,ModeLine Sandals Premium,Apparel,Men,ModeLine,502,BlueRiver Distributors,WH-DEL-01,1837.50,2904.43,480,44,pair,INR,2026-02-13,,2026-04-23,Malaysia,Active,12,20,2026-05-05 07:08:00,2026-09-09 06:05:00,ERP_PROD
1045,SKU-1045,ModeLine T-Shirt Eco,Apparel,Kids,ModeLine,507,GlobalMart Supply,WH-MUM-01,1867.78,2213.12,44,17,pair,INR,2025-05-06,,2025-07-19,India,Active,12,10,2025-08-20 18:03:00,2026-07-10 10:59:00,ERP_PROD
1046,SKU-1046,ByteCraft Charger Lite,Electronics,Mobile Accessories,ByteCraft,509,Indus Wholesale,WH-HYD-01,4132.50,4839.43,642,21,piece,INR,2025-05-06,,2025-05-14,Vietnam,Active,18,0,2025-05-25 12:17:00,2026-01-22 21:39:00,WMS_SYNC
1047,SKU-1047,Endura Skipping Rope Classic,Sports,Accessories,Endura,515,Orbit Supply Network,WH-BLR-01,8482.28,13613.53,249,76,piece,INR,2025-08-08,,2025-09-03,Thailand,Active,5,0,2025-09-30 05:19:00,2026-06-22 23:16:00,WMS_SYNC
1048,SKU-1048,SwiftHome Toaster Premium,Home Appliances,Personal Care,SwiftHome,513,MetroSource India,WH-MUM-01,28010.99,35166.57,333,46,piece,INR,2025-04-18,,2025-04-26,Vietnam,Active,12,0,2025-05-23 03:52:00,2026-02-23 00:17:00,ERP_PROD
1049,SKU-1049,HealthFirst Protein Mix Eco,Health,Nutrition,HealthFirst,510,Jupiter Trade Links,WH-DEL-01,2559.82,2940.56,230,26,box,INR,2026-02-24,2028-01-24,2026-05-24,Thailand,Active,12,0,2026-06-06 18:06:00,2026-08-09 00:15:00,WMS_SYNC
1050,SKU-1050,WellLife Electrolyte Mix Standard,Health,First Aid,WellLife,514,Nexus Traders,WH-DEL-01,1734.14,1979.78,583,79,bottle,INR,2024-12-27,2026-05-20,2025-03-28,India,Active,28,5,2025-04-04 01:29:00,2025-10-22 14:58:00,ERP_PROD
1051,SKU-1051,WellLife Bandage Kit Premium,Health,First Aid,WellLife,510,Jupiter Trade Links,WH-MUM-01,909.69,1322.80,564,38,box,INR,2024-12-28,2026-06-17,2025-01-25,Vietnam,Active,0,0,2025-02-13 02:44:00,2026-01-02 21:10:00,SUPPLIER_PORTAL
1052,SKU-1052,WellLife Bandage Kit Standard,Health,Daily Care,WellLife,507,GlobalMart Supply,WH-MUM-01,1519.80,1890.40,248,28,pack,INR,2025-08-06,2027-07-18,2025-08-21,Japan,Active,28,10,2025-09-21 11:07:00,2026-07-18 19:57:00,ERP_PROD
1053,SKU-1053,FreshSense Lotion Classic,Personal Care,Grooming,FreshSense,503,Crestline Traders,WH-CHE-01,281.71,416.02,6,16,piece,INR,2026-02-08,2027-07-24,2026-05-24,South Korea,Active,12,10,2026-07-05 23:55:00,2026-09-12 23:23:00,WMS_SYNC
1054,SKU-1054,GlowNest Face Wash Premium,Personal Care,Hair Care,GlowNest,513,MetroSource India,WH-BLR-01,143.32,217.82,65,64,bottle,INR,2024-12-04,2026-08-01,2024-12-28,Japan,Active,0,20,2025-01-07 02:15:00,2026-08-22 09:09:00,SUPPLIER_PORTAL
1055,SKU-1055,ActiveZone Dumbbell Eco,Sports,Team Sports,ActiveZone,507,GlobalMart Supply,WH-BLR-01,10204.63,15731.16,333,54,set,INR,2024-11-23,,2024-12-17,Indonesia,Active,12,0,2025-01-21 13:15:00,2025-11-22 22:51:00,SUPPLIER_PORTAL
1056,SKU-1056,FarmBasket Coffee Pro,Grocery,Staples,FarmBasket,513,MetroSource India,WH-MUM-01,1031.76,1178.75,224,56,litre,INR,2026-05-04,2027-06-15,2026-05-24,South Korea,Active,28,10,2026-06-15 18:15:00,2026-08-22 15:27:00,WMS_SYNC
1057,SKU-1057,Stride T-Shirt Plus,Apparel,Men,Stride,513,MetroSource India,WH-DEL-01,1042.33,1325.91,531,57,piece,INR,2025-06-24,,2025-07-01,Thailand,Active,5,0,2025-07-01 08:20:00,2026-09-07 19:45:00,SUPPLIER_PORTAL
1058,SKU-1058,NutraDay Bandage Kit Plus,Health,First Aid,NutraDay,513,MetroSource India,WH-BLR-01,1397.46,1885.00,410,28,bottle,INR,2025-02-24,2026-09-09,2025-06-09,China,Active,5,20,2025-06-16 23:15:00,2025-10-24 04:48:00,WMS_SYNC
1059,SKU-1059,SwiftHome Vacuum Max,Home Appliances,Cooling,SwiftHome,506,Fusion Commerce,WH-CHE-01,20946.81,24608.87,359,87,piece,INR,2025-03-18,,2025-05-01,Japan,Active,5,0,2025-05-21 08:53:00,2025-07-09 04:12:00,WMS_SYNC
1060,SKU-1060,EchoWave Speaker Plus,Electronics,Computer Accessories,EchoWave,509,Indus Wholesale,WH-CHE-01,15727.53,18916.48,252,80,piece,INR,2025-08-27,,2025-10-15,Thailand,Active,5,15,2025-11-03 10:28:00,2025-12-28 08:58:00,ERP_PROD
1061,SKU-1061,NutriChoice Biscuits Plus,Grocery,Beverages,NutriChoice,508,Horizon Distributors,WH-HYD-01,865.14,1073.78,385,35,litre,INR,2025-02-20,2026-06-05,2025-04-09,China,Active,28,20,2025-04-09 15:37:00,2025-10-28 04:02:00,WMS_SYNC
1062,SKU-1062,WellLife Hand Sanitizer Classic,Health,Daily Care,WellLife,513,MetroSource India,WH-BLR-01,1314.57,1921.78,43,57,bottle,INR,2025-03-03,2026-11-19,2025-05-29,South Korea,Active,0,0,2025-06-29 13:56:00,2026-06-27 07:30:00,SUPPLIER_PORTAL
1063,SKU-1063,PureLiving Air Cooler Plus,Home Appliances,Cooling,PureLiving,515,Orbit Supply Network,WH-HYD-01,17726.48,21649.86,25,58,piece,INR,2026-05-06,,2026-05-12,India,Active,0,10,2026-05-29 05:23:00,2026-07-07 00:04:00,ERP_PROD
1064,SKU-1064,NovaTech Adapter Plus,Electronics,Mobile Accessories,NovaTech,504,Delta Wholesale,WH-HYD-01,18020.32,27143.62,531,64,piece,INR,2025-05-29,,2025-08-02,Vietnam,Active,5,15,2025-08-02 09:58:00,2025-12-25 19:04:00,ERP_PROD
1065,SKU-1065,DailyHarvest Tea Max,Grocery,Snacks,DailyHarvest,507,GlobalMart Supply,WH-MUM-01,665.02,767.22,123,60,kg,INR,2025-01-24,2025-06-18,2025-05-12,Thailand,Active,18,0,2025-05-18 12:29:00,2026-06-09 21:02:00,SUPPLIER_PORTAL
1066,SKU-1066,PlayMax Yoga Mat Max,Sports,Outdoor,PlayMax,505,Evergreen Supplies,WH-HYD-01,613.90,701.97,552,34,pair,INR,2025-08-30,,2025-12-18,South Korea,Active,0,10,2026-01-15 15:06:00,2026-01-27 14:58:00,ERP_PROD
1067,SKU-1067,WellLife Vitamin Tablets Classic,Health,Wellness,WellLife,508,Horizon Distributors,WH-BLR-01,1769.02,2270.22,339,49,pack,INR,2025-09-04,2026-11-14,2025-11-13,Japan,Active,0,15,2025-12-23 03:23:00,2026-06-01 21:05:00,WMS_SYNC
1068,SKU-1068,DailyHarvest Tea Classic,Grocery,Beverages,DailyHarvest,512,Lotus Distribution,WH-BLR-01,508.68,595.08,63,73,pack,INR,2025-04-02,2026-01-22,2025-06-04,China,Active,28,15,2025-06-14 22:26:00,2026-07-15 15:16:00,SUPPLIER_PORTAL
1069,SKU-1069,PureLiving Mixer Classic,Home Appliances,Kitchen Appliances,PureLiving,501,Apex Supply Co,WH-BLR-01,33987.79,38694.42,647,87,piece,INR,2025-10-25,,2025-11-02,Vietnam,Active,5,15,2025-11-18 20:17:00,2026-09-03 20:03:00,SUPPLIER_PORTAL
1070,SKU-1070,EchoWave Headphones Classic,Electronics,Computer Accessories,EchoWave,513,MetroSource India,WH-MUM-01,418.43,602.85,161,38,piece,INR,2024-11-02,,2025-02-18,China,Active,0,5,2025-03-12 01:31:00,2025-10-25 17:13:00,SUPPLIER_PORTAL
1071,SKU-1071,VitaCore Herbal Drink Pro,Health,Nutrition,VitaCore,512,Lotus Distribution,WH-HYD-01,1117.52,1276.96,70,30,bottle,INR,2025-08-08,2026-04-26,2025-09-28,Thailand,Active,28,20,2025-10-21 23:44:00,2025-12-06 16:56:00,SUPPLIER_PORTAL
1072,SKU-1072,ActiveZone Football Max,Sports,Fitness,ActiveZone,509,Indus Wholesale,WH-DEL-01,9586.62,13856.54,162,15,pair,INR,2024-11-25,,2025-01-07,Japan,Active,5,0,2025-01-09 03:23:00,2025-09-17 06:15:00,WMS_SYNC
1073,SKU-1073,ModeLine Sports Shoes Lite,Apparel,Footwear,ModeLine,511,Keystone Suppliers,WH-BLR-01,1313.73,1602.74,254,66,piece,INR,2025-12-23,,2026-02-02,South Korea,Active,18,0,2026-02-16 02:43:00,2026-07-15 02:46:00,SUPPLIER_PORTAL
1074,SKU-1074,StudyPro Marker Eco,Stationery,Writing,StudyPro,505,Evergreen Supplies,WH-MUM-01,176.78,226.79,497,39,piece,INR,2025-08-25,,2025-12-13,South Korea,Active,28,20,2026-01-13 21:33:00,2026-01-28 14:04:00,SUPPLIER_PORTAL
1075,SKU-1075,FreshCart Rice Standard,Grocery,Beverages,FreshCart,504,Delta Wholesale,WH-DEL-01,762.16,1003.04,517,84,litre,INR,2025-09-09,2026-12-01,2025-12-21,Malaysia,Discontinued,0,0,2026-01-22 19:23:00,2026-02-19 16:39:00,SUPPLIER_PORTAL
1076,SKU-1076,TrendHouse T-Shirt Lite,Apparel,Men,TrendHouse,506,Fusion Commerce,WH-DEL-01,1450.31,1762.60,617,43,pair,INR,2025-07-22,,2025-09-16,India,Seasonal,5,15,2025-10-21 17:02:00,2026-01-28 16:22:00,WMS_SYNC
1077,SKU-1077,DailyHarvest Juice Plus,Grocery,Breakfast,DailyHarvest,514,Nexus Traders,WH-HYD-01,529.34,677.56,54,86,pack,INR,2025-02-13,2025-10-16,2025-03-12,Malaysia,Seasonal,12,5,2025-03-20 15:47:00,2025-12-04 04:59:00,WMS_SYNC
1078,SKU-1078,PlayMax Badminton Racket Plus,Sports,Fitness,PlayMax,504,Delta Wholesale,WH-DEL-01,11385.43,13310.99,85,33,piece,INR,2026-01-31,,2026-02-16,Vietnam,Active,18,0,2026-03-23 08:08:00,2026-08-20 00:25:00,ERP_PROD
1079,SKU-1079,FreshCart Juice Pro,Grocery,Beverages,FreshCart,501,Apex Supply Co,WH-HYD-01,397.99,567.65,83,19,pack,INR,2024-11-24,2025-05-03,2024-12-24,Japan,Active,0,0,2025-01-17 05:34:00,2026-03-19 22:16:00,WMS_SYNC
1080,SKU-1080,FreshCart Cereal Plus,Grocery,Beverages,FreshCart,501,Apex Supply Co,WH-CHE-01,423.18,572.03,603,42,litre,INR,2024-12-23,2026-04-21,2025-02-19,Vietnam,Active,0,20,2025-03-23 12:30:00,2025-05-11 00:29:00,WMS_SYNC
1081,SKU-1081,FarmBasket Coffee Plus,Grocery,Staples,FarmBasket,512,Lotus Distribution,WH-HYD-01,112.57,129.07,457,25,kg,INR,2025-08-06,2026-09-02,2025-11-23,Thailand,Active,28,20,2025-12-04 00:47:00,2026-07-17 01:21:00,ERP_PROD
1082,SKU-1082,WellLife Nutrition Bar Standard,Health,Nutrition,WellLife,504,Delta Wholesale,WH-DEL-01,181.20,278.52,71,67,box,INR,2026-02-22,2027-12-31,2026-06-02,India,Active,0,0,2026-07-05 06:35:00,2026-07-31 19:58:00,SUPPLIER_PORTAL
1083,SKU-1083,Stride Sports Shoes Standard,Apparel,Footwear,Stride,513,MetroSource India,WH-BLR-01,898.43,1101.19,166,44,piece,INR,2024-10-15,,2025-02-10,Thailand,Active,28,10,2025-02-11 16:31:00,2026-05-24 21:34:00,ERP_PROD
1084,SKU-1084,FarmBasket Oats Classic,Grocery,Staples,FarmBasket,515,Orbit Supply Network,WH-BLR-01,365.20,465.09,35,25,pack,INR,2025-01-12,2026-08-28,2025-03-31,Indonesia,Active,12,10,2025-04-18 22:32:00,2026-02-21 21:04:00,ERP_PROD
1085,SKU-1085,HomePro Vacuum Eco,Home Appliances,Cleaning Appliances,HomePro,506,Fusion Commerce,WH-HYD-01,10082.84,14844.11,157,90,piece,INR,2025-01-15,,2025-03-14,South Korea,Seasonal,18,0,2025-03-25 17:34:00,2026-07-28 04:15:00,SUPPLIER_PORTAL
1086,SKU-1086,PaperLine Pencil Set Plus,Stationery,Writing,PaperLine,502,BlueRiver Distributors,WH-DEL-01,1374.88,1702.72,46,32,piece,INR,2025-02-23,,2025-06-02,India,Active,28,0,2025-06-22 20:32:00,2026-07-12 01:40:00,SUPPLIER_PORTAL
1087,SKU-1087,SwiftHome Vacuum Classic,Home Appliances,Cleaning Appliances,SwiftHome,504,Delta Wholesale,WH-MUM-01,5182.53,6455.67,427,48,piece,INR,2026-02-12,,2026-03-14,India,Active,28,10,2026-03-27 03:03:00,2026-04-29 15:08:00,WMS_SYNC
1088,SKU-1088,FreshCart Tea Max,Grocery,Snacks,FreshCart,506,Fusion Commerce,WH-HYD-01,445.53,590.36,402,20,kg,INR,2025-03-29,2026-11-11,2025-06-20,Japan,Active,18,5,2025-06-26 04:03:00,2026-02-25 20:42:00,SUPPLIER_PORTAL
1089,SKU-1089,GlowNest Serum Lite,Personal Care,Grooming,GlowNest,505,Evergreen Supplies,WH-DEL-01,1283.32,2060.36,341,88,pack,INR,2025-05-22,2026-08-16,2025-07-16,Vietnam,Active,5,20,2025-07-25 17:12:00,2025-11-26 09:21:00,SUPPLIER_PORTAL
1090,SKU-1090,DailyHarvest Coffee Plus,Grocery,Breakfast,DailyHarvest,501,Apex Supply Co,WH-MUM-01,807.45,980.13,94,50,litre,INR,2025-03-07,2026-05-15,2025-04-08,China,Active,0,0,2025-04-21 12:50:00,2025-07-16 02:30:00,SUPPLIER_PORTAL
1091,SKU-1091,GoodGrain Juice Premium,Grocery,Staples,GoodGrain,511,Keystone Suppliers,WH-DEL-01,609.71,828.05,279,65,pack,INR,2024-08-11,2026-02-18,2024-11-25,Japan,Active,5,0,2025-01-05 15:08:00,2025-05-07 17:51:00,ERP_PROD
1092,SKU-1092,Endura Water Bottle Plus,Sports,Fitness,Endura,510,Jupiter Trade Links,WH-CHE-01,9670.27,14058.94,357,85,set,INR,2025-09-02,,2025-12-04,Indonesia,Active,18,20,2025-12-17 16:12:00,2026-03-16 00:33:00,ERP_PROD
1093,SKU-1093,HealthFirst Herbal Drink Plus,Health,Wellness,HealthFirst,515,Orbit Supply Network,WH-BLR-01,793.05,1148.77,249,56,box,INR,2025-03-24,2025-11-30,2025-06-22,South Korea,Seasonal,0,15,2025-06-30 06:52:00,2026-09-14 21:49:00,ERP_PROD
