product_id,sku,product_name,category,sub_category,brand,supplier_id,supplier_name,warehouse_id,unit_cost,unit_price,stock_quantity,reorder_level,unit_of_measure,currency,manufactured_date,expiry_date,launch_date,country_of_origin,product_status,tax_percent,discount_percent,record_created_timestamp,last_updated_timestamp,source_system
1110,SKU-1110,HealthFirst Vitamin Tablets Plus,Health,Daily Care,HealthFirst,512,Lotus Distribution,WH-HYD-01,1126.60,1761.96,62,39,box,INR,2025-03-25,2026-02-11,2025-05-01,South Korea,Active,0,5,2025-05-19 05:48:00,2026-09-11 14:44:51,LEGACY_ERP
1235,SKU-1235,Stride Jeans Classic,Apparel,Women,Stride,506,Fusion Commerce,WH-HYD-01,2489.76,3223.08,229,64,piece,INR,2026-07-09,,2026-09-19,Malaysia,Active,18,15,2026-09-22 14:40:37,2026-09-22 17:23:37,WMS_SYNC
1237,SKU-1237,ModeLine T-Shirt Plus,Apparel,Men,ModeLine,513,MetroSource India,WH-DEL-01,3699.55,5948.70,176,70,piece,INR,2026-08-08,,2026-08-30,Japan,Active,28,0,2026-09-22 07:43:04,2026-09-22 08:50:04,WMS_SYNC
1062,SKU-1062,WellLife Hand Sanitizer Classic,Health,Daily Care,WellLife,507,GlobalMart Supply,WH-HYD-01,1314.57,1921.78,43,57,bottle,INR,2025-03-03,2026-11-19,2025-05-29,South Korea,Active,0,0,2025-06-29 13:56:00,2026-09-22 21:50:55,SUPPLIER_PORTAL
1045,SKU-1045,ModeLine T-Shirt Eco,Apparel,Kids,ModeLine,509,Indus Wholesale,WH-CHE-01,1867.78,2213.12,44,17,pair,INR,2025-05-06,,2025-07-19,India,Seasonal,12,25,2025-08-20 18:03:00,2026-09-22 21:39:32,SUPPLIER_PORTAL
1231,SKU-1231,WellLife Herbal Drink Standard,Health,Daily Care,WellLife,501,Apex Supply Co,WH-MUM-01,561.29,843.68,355,88,pack,INR,2026-08-31,2028-04-23,2026-09-14,South Korea,Active,0,10,2026-09-22 10:34:08,2026-09-22 11:38:08,WMS_SYNC
1238,SKU-1238,DailyEase Air Cooler Max,Home Appliances,Personal Care,DailyEase,507,GlobalMart Supply,WH-MUM-01,22002.92,32777.89,216,63,piece,INR,2026-07-04,,2026-08-13,India,Discontinued,28,20,2026-09-22 11:16:18,2026-09-22 14:14:18,ERP_PROD
1232,SKU-1232,NutriChoice Tea Plus,Grocery,Breakfast,NutriChoice,514,Nexus Traders,WH-BLR-01,665.31,835.90,398,80,kg,INR,2026-07-16,2026-12-25,2026-08-09,Indonesia,Active,28,5,2026-09-22 20:10:26,2026-09-22 23:03:26,SUPPLIER_PORTAL
1129,SKU-1129,DailyHarvest Oats Premium,Grocery,Breakfast,DailyHarvest,505,Evergreen Supplies,WH-MUM-01,732.66,913.08,148,43,litre,INR,2025-06-24,2027-04-12,2025-07-22,Thailand,Active,5,0,2025-08-17 09:10:00,2026-09-22 10:29:52,SUPPLIER_PORTAL
1240,SKU-1240,CarePlus Deodorant Premium,Personal Care,Skin Care,CarePlus,506,Fusion Commerce,WH-MUM-01,1422.10,1676.72,164,20,pack,INR,2026-08-06,2027-07-22,2026-08-28,Indonesia,Active,18,0,2026-09-22 15:25:24,2026-09-22 18:01:24,WMS_SYNC
