product_id,sku,product_name,category,sub_category,brand,supplier_id,supplier_name,warehouse_id,unit_cost,unit_price,stock_quantity,reorder_level,unit_of_measure,currency,manufactured_date,expiry_date,launch_date,country_of_origin,product_status,tax_percent,discount_percent,record_created_timestamp,last_updated_timestamp,source_system
1201,SKU-1201,DailyEase Iron Standard,Home Appliances,Cooling,DailyEase,503,Crestline Traders,WH-HYD-01,24173.96,33955.40,40,28,piece,INR,2026-06-07,,2026-09-05,Vietnam,Seasonal,0,0,2026-09-18 14:24:16,2026-09-18 15:55:16,SUPPLIER_PORTAL
1005,SKU-1005,ActiveZone Yoga Mat Max,Sports,Team Sports,ActiveZone,511,Keystone Suppliers,WH-HYD-01,10252.65,11864.18,132,22,pair,INR,2025-03-02,,2025-06-01,South Korea,Out of Stock,18,5,2025-06-02 14:05:00,2026-09-18 21:45:52,ERP_PROD
1208,SKU-1208,HealthFirst Hand Sanitizer Eco,Health,Daily Care,HealthFirst,514,Nexus Traders,WH-MUM-01,1795.98,2835.97,36,17,box,INR,2026-06-16,2027-12-21,2026-08-19,Vietnam,Active,5,10,2026-09-18 11:00:28,2026-09-18 11:37:28,ERP_PROD
1088,SKU-1088,FreshCart Tea Max,Grocery,Snacks,FreshCart,506,Fusion Commerce,WH-HYD-01,458.80,610.62,402,20,kg,INR,2025-03-29,2026-11-11,2025-06-20,Japan,Out of Stock,18,20,2025-06-26 04:03:00,2026-09-18 19:31:18,WMS_SYNC
1013,SKU-1013,AeroCool Air Cooler Pro,Home Appliances,Cleaning Appliances,AeroCool,511,Keystone Suppliers,WH-BLR-01,34991.01,43093.55,335,78,piece,INR,2024-09-17,,2024-12-12,Indonesia,Active,12,15,2025-01-08 04:06:00,2026-09-18 19:14:16,WMS_SYNC
1196,SKU-1196,UrbanThread Sandals Classic,Apparel,Footwear,UrbanThread,501,Apex Supply Co,WH-CHE-01,892.25,1164.08,304,88,piece,INR,2026-07-03,,2026-09-15,Japan,Discontinued,0,20,2026-09-17 17:55:14,2026-09-18 21:59:07,ERP_PROD
1049,SKU-1049,HealthFirst Protein Mix Eco,Health,Nutrition,HealthFirst,504,Delta Wholesale,WH-DEL-01,2559.82,2940.56,230,26,box,INR,2026-02-24,2028-01-24,2026-05-24,Thailand,Discontinued,12,0,2026-06-06 18:06:00,2026-09-18 10:53:45,SUPPLIER_PORTAL
1203,SKU-1203,GlowNest Soap Classic,Personal Care,Hygiene,GlowNest,510,Jupiter Trade Links,WH-MUM-01,88.97,132.62,577,82,piece,INR,2026-06-20,2027-01-16,2026-08-12,Vietnam,Active,12,0,2026-09-18 13:39:27,2026-09-18 15:07:27,ERP_PROD
1127,SKU-1127,GlowNest Serum Eco,Personal Care,Hygiene,GlowNest,509,Indus Wholesale,WH-HYD-01,1546.04,1976.74,573,17,pack,INR,2025-12-09,2026-06-07,2025-12-15,India,Active,12,5,2026-01-16 13:05:00,2026-09-18 14:35:48,ERP_PROD
1140,SKU-1140,GoodGrain Tea Plus,Grocery,Snacks,GoodGrain,501,Apex Supply Co,WH-HYD-01,956.38,1012.88,30,65,litre,INR,2026-02-24,2027-12-30,2026-03-02,China,Active,18,15,2026-04-08 08:00:00,2026-09-18 12:43:23,WMS_SYNC
1210,SKU-1210,PaperLine Stapler Classic,Stationery,Paper Products,PaperLine,512,Lotus Distribution,WH-CHE-01,311.89,452.76,494,29,piece,INR,2026-05-14,,2026-09-06,South Korea,Active,18,5,2026-09-18 11:19:54,2026-09-18 12:57:54,ERP_PROD
